Year January February March April May June July August September October November December Total
1971 64 84 189 238 368 408 431 285 238 198 116 34 2653
1972 64 120 192 303 351 411 429 367 255 1 72 20 2585
1973 51 -22 118 328 433 446 477 416 298 185 78 62 2870
1974 0 114 151 243 376 406 389 468 310 141 119 58 2775
1975 112 114 184 276 440 524 435 446 351 264 80 38 3264
1976 83 181 873 844 1291 1504 1234 1401 210 432 289 241 8583
1977 141 398 528 711 660 1113 1037 963 723 471 292 211 7248
1978 -526 -266 704 2558 3512 5078 4371 3819 3223 2104 566 -397 24746
1979 -552 980 350 2606 4868 5423 4229 3545 3822 2377 1299 732 29679
1980 -849 -1085 2122 3614 4662 5907 5051 3951 2880 1463 1004 578 29298
1981 709 810 1026 2292 2810 3321 3220 2447 1366 869 361 394 19625
1982 269 209 418 1846 2266 3117 2730 725 1804 1441 143 -377 14591
1983 260 252 108 1981 3514 3841 3890 1637 159 881 943 403 17869
1984 805 1261 2137 2206 3207 3230 2560 1218 1918 1604 207 -1368 18985
1985 115 469 1681 2293 3278 4145 3347 3454 1700 968 -222 360 21588
1986 324 244 777 2038 2367 2712 1928 1756 1216 609 281 25 14277
1987 163 219 818 1368 1593 1964 1981 1451 1203 466 60 204 11490
1988 -7 156 660 711 1728 1815 1856 582 1263 928 383 282 10357
1989 -126 518 871 1449 1670 1991 1915 1142 1330 676 454 189 12079
1990 2 269 711 1034 1485 1600 1173 1192 700 730 329 216 9441
1991 158 267 -57 1368 1622 1602 1626 1499 1142 831 246 28 10332
1992 -5 -10 -40 1097 1393 1743 1936 903 1128 618 392 -675 8480
1993 -1542 -1004 1067 1892 2281 2654 2668 1892 1773 924 199 212 13016
1994 322 230 628 1305 1537 2001 1964 1434 784 733 197 -241 10894
1995 -620 -69 576 1142 1950 2573 2567 1800 1826 1226 386 38 13395
1996 267 318 1062 1652 2132 2255 1887 1846 1201 956 286 195 14057
1997 -176 313 998 1095 1730 1815 1785 1065 575 761 277 -121 10117
1998 2 -599 637 1472 2170 2934 2080 1901 1156 1168 179 98 13198
1999 255 433 1294 1258 2363 2607 1371 1690 1452 1166 441 277 14607
2000 230 349 787 1611 2109 1789 2315 1245 1483 239 259 216 12632
2001 -108 63 888 1728 2638 2894 2509 2161 1727 1025 502 243 16270
2002 488 692 1147 1629 2096 2422 2195 2101 1488 789 299 226 15572
2003 54 -231 478 1148 1730 1913 1830 1035 1176 840 200 41 10214
2004 167 101 869 966 1537 1530 1417 1313 958 -29 -620 210 8419
2005 -456 -793 1291 1969 2941 3315 3358 1712 2328 836 707 541 17749
2006 752 936 1143 1960 2760 3020 2523 2321 1545 1066 744 480 19250
2007 442 619 1159 1515 2234 2547 2159 1736 1614 1100 653 55 15833
2008 -262 571 1429 2184 2264 3231 2746 2209 2077 1473 237 -44 18115
2009 589 235 1473 2050 2795 2740 2950 2737 2143 1524 1040 287 20563
2010 -132 313 1130 1938 2725 3106 3153 2464 2343 1093 840 163 19136
2011 587 425 1276 1805 2382 2887 2449 2526 1813 1056 298 -43 17461
2012 400 572 876 1339 1869 2025 1310 1332 1175 883 531 100 12412
2013 113 360 801 1207 1645 1861 1365 1013 791 746 197 247 10346
2014 347 430 721 1028 1330 1663 1214 693 643 575 408 68 9120
2015 105 343 726 1058 1221 1670 1288 1331 863 493 359 216 9673
2016 208 479 768 1157 1449 1719 1704 1710 1136 655 374 39 11398
2017 125 290 1474 2461 2956 3715 3546 3972 2475 1540 904 553 24011
2018 392 720 1059 1599 2008 2457 2123 2567 1820 948 612 372 16677
2019 -60 276 1369 2394 3025 3784 3849 4179 2530 1648 247 336 23577
2020 696 868 922 2943 3510 4236 4253 4622 3113 1855 1086 657 28761
2021 332 927 1452 2273 2919 3460 2989 3662 2511 1474 924 337 23260
2022 493 731 1145 1913 2388 2873 2825 2816 2119 1315 749 383 19750
2023 185 785 1102 3310 3795 4455 4463 4720 3071 1972 1127 538 29523
2024 499 600 1358 2409 3298 3962 4060 4410 2920 1760 1034 619 26929
