Year January February March April May June July August September October November December Total
1971 574 730 1584 2535 3419 4212 3828 3313 2619 1505 986 627 25932
1972 636 808 1753 2805 3783 4661 4235 3666 2898 1666 1091 693 28695
1973 645 819 1776 2842 3832 4721 4291 3714 2937 1687 1105 703 29072
1974 885 1125 2430 3875 5214 6416 5828 5051 3995 2303 1510 963 39595
1975 899 1144 2473 3950 5315 6538 5938 5144 4069 2345 1538 979 40332
1976 814 1034 2237 3573 4811 5919 5377 4657 3684 2122 1390 886 36504
1977 1048 1337 2897 4617 6216 7663 6950 6028 4767 2742 1797 1146 47208
1978 1021 1298 2817 4512 6084 7489 6805 5890 4657 2677 1752 1115 46117
1979 1011 1282 2783 4457 6011 7398 6722 5820 4602 2646 1731 1101 45564
1980 1442 1839 3991 6371 8583 10574 9591 8314 6572 3779 2476 1577 65109
1981 1215 1545 3344 5345 7197 8844 8033 6957 5506 3172 2078 1324 54560
1982 921 1168 2525 4029 5414 6639 6029 5226 4142 2391 1569 1001 41054
1983 1136 1444 3127 4997 6730 8278 7519 6512 5152 2966 1943 1238 51042
1984 1120 1423 3080 4922 6621 8123 7375 6391 5061 2918 1913 1218 50165
1985 2390 3069 4464 8451 10340 12630 13011 9302 7625 3852 2352 2781 80267
1986 3546 2874 4795 9049 10651 10935 10991 10253 8947 5632 3427 3445 84545
1987 2924 3394 6247 7637 10597 10407 9689 8507 6716 3731 1894 0 71743
1988 0 2082 4475 6456 8395 9382 8683 8267 6831 3536 1917 270 60294
1989 0 2699 4733 5555 7436 7918 7438 6384 5177 4571 2814 1333 56058
1990 490 1245 4133 5828 6678 9062 7974 7020 6233 4103 1458 86 54310
1991 852 3065 4035 5637 6727 7935 8369 6585 5974 3211 1972 1958 56320
1992 2600 2442 4994 8975 10241 10950 8491 6698 5557 3289 3030 2130 69397
1993 714 1600 4679 7250 8534 9720 8630 8253 6547 4443 2040 1914 64324
1994 2447 2711 4425 6500 8403 9333 10029 8095 6385 4274 2763 2263 67628
1995 751 2097 4300 6048 8339 10050 9636 8669 7003 4126 2546 2201 65766
1996 1826 2181 4700 4892 6235 7854 7341 6067 5161 3302 1713 1434 52706
1997 679 2194 4398 6071 9191 9967 7499 7841 7184 5478 3027 2791 66320
1998 2344 1171 4154 6363 9311 9362 8732 8385 7485 4046 2323 2835 66511
1999 1449 1892 3509 4356 8974 8660 8131 6904 5746 3556 2088 2070 57335
2000 1735 1069 3379 4799 6816 8133 6864 5660 5102 2704 3064 1892 51217
2001 1173 2799 4278 6160 7755 9295 8199 6873 4930 3942 2101 2179 59684
2002 2032 1624 2320 4784 6316 7364 6096 4395 5041 3359 1957 1417 46705
2003 2359 1135 4369 5821 7219 7337 5853 5442 5186 3541 2709 1838 52809
2004 2317 1032 2646 5875 7106 7743 6904 6047 5117 2118 2547 1503 50955
2005 1030 1773 5046 7307 9712 9730 8378 7871 6340 4193 3182 2021 66583
2006 1817 1870 3315 5814 6708 8326 7235 6162 5263 3523 3291 1792 55116
2007 2390 1417 2148 6125 6274 6676 6346 6258 5413 4271 2682 1140 51140
2008 1702 1881 3230 4818 6178 6989 7326 6430 4707 3291 2304 931 49787
2009 1439 1374 2912 5323 7280 8569 6781 6022 4656 3271 2246 1306 51179
2010 983 1164 3481 5808 7249 8208 6416 7053 4785 2643 2969 408 51167
2011 3328 1871 5465 6900 8877 9137 8342 7248 5822 4115 4232 2497 67834
2012 2852 3408 5048 7459 7379 8901 9012 8214 6621 4091 3140 1537 67662
2013 2648 3355 5295 5614 7272 8817 6155 6940 7259 4501 2752 1783 62391
2014 1088 1316 3652 5232 6393 8428 7042 6663 5861 5143 3133 1805 55756
2015 1277 1781 4703 6693 8890 10698 8155 7271 5933 3738 2962 1643 63744
2016 0 635 2682 3364 3965 4525 4662 4501 3694 2575 876 48 31527
2017 0 231 2439 3254 4102 4739 4758 4429 3491 2429 1347 604 31824
2018 164 774 1264 2901 3850 4765 4370 4068 3522 1198 948 393 28220
2019 22 8 1216 3722 3721 5224 5341 5241 4343 2601 111 175 31727
2020 543 400 1592 3708 5849 5214 5662 5069 3803 3022 1393 375 36630
2021 74 450 1684 3508 4324 5417 4457 4575 3672 1164 1389 327 31041
2022 722 789 1839 3219 3923 4685 4828 4378 3598 2031 870 349 31231
2023 9 327 492 2886 4473 5151 5684 4810 3989 2293 1043 944 32099
2024 184 289 1851 2795 3723 4834 4537 4204 3486 2126 1080 1380 30489
