Year January February March April May June July August September October November December Total
1971 320 299 388 427 549 617 662 635 545 461 395 349 5647
1972 328 310 403 443 570 642 690 663 571 482 414 366 5882
1973 346 326 423 467 605 685 738 711 615 522 448 398 6284
1974 377 357 466 515 662 744 797 764 654 552 473 417 6778
1975 393 369 479 526 679 767 824 792 683 578 496 439 7025
1976 416 392 510 562 725 817 877 844 725 614 525 465 7472
1977 439 414 538 593 766 864 928 893 769 651 558 495 7908
1978 467 442 574 634 818 924 993 956 823 697 598 531 8457
1979 503 474 617 682 880 996 1069 1031 889 753 647 573 9114
1980 543 512 668 738 952 1075 1156 1112 958 812 696 618 9840
1981 585 552 718 794 1021 1151 1235 1186 1020 862 738 654 10516
1982 616 580 755 832 1072 1209 1296 1245 1071 904 775 686 11041
1983 647 610 794 874 1126 1270 1364 1311 1128 954 818 724 11620
1984 684 645 840 925 1196 1351 1454 1401 1209 1025 880 782 12392
1985 739 699 912 1007 1302 1474 1589 1532 1323 1124 966 859 13526
1986 814 769 1004 1111 1434 1620 1743 1678 1447 1226 1053 934 14833
1987 884 835 1088 1202 1546 1742 1867 1793 1540 1300 1114 986 15897
1988 930 874 1137 1252 1612 1816 1948 1871 1608 1358 1163 1030 16599
1989 972 915 1189 1310 1686 1899 2034 1951 1676 1415 1212 1071 17330
1990 1010 951 1235 1360 1756 1986 2137 2058 1774 1505 1292 1148 18212
1991 1086 1025 1338 1477 1904 2150 2311 2222 1912 1619 1389 1231 19664
1992 1164 1096 1429 1575 2034 2297 2470 2378 2048 1736 1490 1322 21039
1993 1251 1179 1538 1698 2195 2482 2672 2576 2223 1886 1621 1441 22762
1994 1365 1289 1681 1859 2402 2715 2923 2814 2426 2057 1768 1569 24868
1995 1485 1403 1828 2020 2607 2945 3165 3046 2623 2222 1906 1691 26941
1996 1599 1509 1966 2170 2794 3151 3381 3246 2790 2358 2021 1789 28774
1997 1690 1589 2068 2279 2933 3303 3540 3397 2919 2466 2111 1868 30163
1998 1761 1657 2154 2372 3051 3436 3683 3534 3034 2563 2194 1941 31380
1999 1830 1722 2237 2463 3164 3560 3812 3654 3135 2645 2262 1999 32483
2000 1884 1769 2299 2527 3254 3666 3932 3775 3243 2742 2347 2079 33517
2001 1885 1773 2306 2540 3271 3686 3957 3799 3266 2762 2365 2094 33704
2002 1897 1785 2324 2560 3296 3715 3985 3827 3290 2781 2383 2109 33952
2003 1907 1794 2335 2573 3314 3738 4013 3856 3317 2806 2405 2130 34188
2004 1924 1813 2359 2601 3357 3793 4079 3927 3384 2868 2462 2185 34752
2005 1972 1860 2426 2678 3452 3897 4187 4026 3465 2934 2516 2230 35643
2006 2093 1973 2569 2835 3647 4110 4407 4229 3635 3071 2630 2326 37525
2007 2180 2051 2666 2937 3774 4244 4544 4356 3736 3152 2695 2382 38717
2008 2228 2093 2718 2988 3837 4311 4610 4413 3782 3188 2722 2403 39293
2009 2247 2107 2733 3002 3854 4328 4627 4428 3794 3196 2728 2408 39452
2010 2250 2110 2737 3005 3861 4342 4647 4453 3821 3223 2755 2433 39637
2011 2292 2154 2796 3073 3949 4440 4752 4553 3904 3293 2814 2486 40506
2012 2341 2198 2854 3137 4029 4530 4848 4645 3984 3359 2871 2535 41331
2013 2388 2243 2910 3198 4112 4626 4954 4750 4075 3440 2942 2599 42237
2014 2450 2302 2989 3289 4226 4752 5088 4875 4183 3528 3017 2665 43364
2015 2510 2358 3062 3366 4327 4871 5217 5003 4294 3625 3100 2741 44474
2016 2514 2347 3061 3376 4404 5000 5357 5082 4390 3681 3019 2671 44901
2017 2587 2415 3150 3475 4531 5146 5513 5231 4519 3788 3108 2749 46213
2018 2636 2460 3209 3539 4615 5241 5616 5327 4602 3859 3165 2800 47068
2019 2637 2461 3210 3541 4618 5243 5618 5329 4605 3860 3166 2801 47088
2020 2696 2518 3284 3622 4723 5362 5746 5451 4709 3947 3239 2865 48162
2021 2801 2615 3410 3763 4906 5571 5969 5664 4893 4102 3365 2976 50035
2022 2845 2656 3464 3821 4983 5656 6062 5750 4968 4166 3417 3023 50809
2023 2864 2674 3486 3847 5016 5694 6101 5789 5002 4193 3439 3042 51147
2024 2898 2705 3529 3892 5077 5763 6175 5859 5062 4243 3482 3079 51759
