Year January February March April May June July August September October November December Total
1971 961 961 961 961 961 961 961 961 961 961 961 961 11528
1972 956 956 956 956 956 956 956 956 956 956 956 956 11464
1973 999 999 999 999 999 999 999 999 999 999 999 999 11986
1974 1160 1160 1160 1160 1160 1160 1160 1160 1160 1160 1160 1160 13926
1975 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 13322
1976 1204 1204 1204 1204 1204 1204 1204 1204 1204 1204 1204 1204 14442
1977 1062 1062 1062 1062 1062 1062 1062 1062 1062 1062 1062 1062 12735
1978 1232 1232 1232 1232 1232 1232 1232 1232 1232 1232 1232 1232 14791
1979 703 703 703 703 703 703 703 703 703 703 703 703 8430
1980 1077 1077 1077 1077 1077 1077 1077 1077 1077 1077 1077 1077 12928
1981 1068 1068 1068 1068 1068 1068 1068 1068 1068 1068 1068 1068 12811
1982 1015 1015 1015 1015 1015 1015 1015 1015 1015 1015 1015 1015 12179
1983 813 813 813 813 813 813 813 813 813 813 813 813 9759
1984 853 853 853 853 853 853 853 853 853 853 853 853 10243
1985 716 716 716 716 716 716 716 716 716 716 716 716 8591
1986 780 780 780 780 780 780 780 780 780 780 780 780 9366
1987 653 653 653 653 653 653 653 653 653 653 653 653 7833
1988 619 619 619 619 619 619 619 619 619 619 619 619 7425
1989 802 802 802 802 802 802 802 802 802 802 802 802 9623
1990 779 779 779 779 779 779 779 779 779 779 779 779 9336
1991 773 773 773 773 773 773 773 773 773 773 773 773 9276
1992 627 627 627 627 627 627 627 627 627 627 627 627 7539
1993 818 818 818 818 818 818 818 818 818 818 818 818 9811
1994 667 667 667 667 667 667 667 667 667 667 667 667 8004
1995 832 832 832 832 832 832 832 832 832 832 832 832 9971
1996 723 723 723 723 723 723 723 723 723 723 723 723 8672
1997 849 849 849 849 849 849 849 849 849 849 849 849 10176
1998 1002 1002 1002 1002 1002 1002 1002 1002 1002 1002 1002 1002 12009
1999 964 964 964 964 964 964 964 964 964 964 964 964 11568
2000 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 1035 12408
2001 783 783 783 783 783 783 783 783 783 783 783 783 9382
2002 958 958 958 958 958 958 958 958 958 958 958 958 11492
2003 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 1122 13461
2004 1053 1053 1053 1053 1053 1053 1053 1053 1053 1053 1053 1053 12633
2005 1028 1028 1028 1028 1028 1028 1028 1028 1028 1028 1028 1028 12338
2006 778 778 778 778 778 778 778 778 778 778 778 778 9338
2007 851 851 851 851 851 851 851 851 851 851 851 851 10206
2008 665 665 665 665 665 665 665 665 665 665 665 665 7969
2009 972 972 972 972 972 972 972 972 972 972 972 972 11644
2010 942 942 942 942 942 942 942 942 942 942 942 942 11298
2011 966 966 966 966 966 966 966 966 966 966 966 966 11602
2012 1192 1192 1192 1192 1192 1192 1192 1192 1192 1192 1192 1192 14296
2013 913 913 913 913 913 913 913 913 913 913 913 913 10965
2014 957 957 957 957 957 957 957 957 957 957 957 957 11480
2015 975 975 975 975 975 975 975 975 975 975 975 975 11696
2016 1051 1051 1051 1051 1051 1051 1051 1051 1051 1051 1051 1051 12611
2017 1289 1289 1289 1289 1289 1289 1289 1289 1289 1289 1289 1289 15474
2018 1127 1127 1127 1127 1127 1127 1127 1127 1127 1127 1127 1127 13525
2019 854 854 854 854 854 854 854 854 854 854 854 854 10252
2020 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 1110 13322
2021 803 803 803 803 803 803 803 803 803 803 803 803 9633
2022 663 663 663 663 663 663 663 663 663 663 663 663 7971
2023 1107 1107 1107 1107 1107 1107 1107 1107 1107 1107 1107 1107 13289
2024 1243 1243 1243 1243 1243 1243 1243 1243 1243 1243 1243 1243 14923
