# USBR Lower Colorado Basin Annual reports: Beattie Farms Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2016 54 15 25 57 30 0 0 47 6 97 84 45 460 
2017 76 27 25 103 3 0 0 0 23 66 60 68 451 
2018 44 37 41 71 26 29 28 31 14 53 24 108 506 
2019 41 39 45 7 80 51 0 32 63 129 73 49 609 
2020 40 30 8 99 139 107 0 0 79 47 55 23 627 
2021 20 42 23 146 111 44 0 0 43 78 34 44 585 
