# USBR Lower Colorado Basin Annual reports: Gary Pasquinelli Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2016 12 23 17 13 16 4 0 10 34 23 7 7 166 
2017 8 3 21 52 41 26 0 0 31 45 21 10 258 
2018 11 16 31 46 0 0 14 0 0 31 21 26 196 
2019 2 8 22 16 30 16 16 21 61 17 10 21 240 
2020 21 21 17 34 49 0 21 0 0 10 23 16 212 
2021 5 0 16 31 30 46 0 0 0 16 16 10 170 
