# USBR Lower Colorado Basin Annual reports: R. Griffin Diversion
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2016 3 3 5 6 7 8 9 9 7 6 4 4 71 
2017 1 2 2 2 3 3 3 4 3 2 2 2 29 
2018 2 2 3 4 4 5 6 5 4 4 3 2 44 
2019 0 0 1 1 1 1 1 1 1 1 1 1 10 
2020 3 4 6 6 8 9 10 10 8 7 5 5 81 
2021 2 3 3 4 4 5 6 6 4 4 3 3 47 
