# USBR Lower Colorado Basin Annual reports: Ehrenberg Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2019 14 9 12 14 15 17 22 23 17 15 14 47 219 
2020 50 11 16 22 22 22 24 24 21 21 14 13 260 
2021 12 11 13 21 30 27 23 22 21 18 16 18 232 
