# USBR Lower Colorado Basin Annual reports: EPCOR Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2016 33 34 37 34 35 38 43 40 33 41 32 31 431
2017 28 27 33 32 34 35 46 44 38 38 36 44 435 
2018 35 33 33 38 41 42 48 45 46 42 37 36 476 
2019 37 30 34 36 36 42 46 49 44 44 39 36 473 
2020 35 37 36 38 43 43 49 55 53 51 46 45 531 
2021 66 59 69 72 77 83 89 82 82 78 72 74 903  # Bought Brooke Water in reach 4 here
