# USBR Lower Colorado Basin Annual reports: Southern Pacific Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2003 2 2 2 2 2 2 2 2 2 2 2 2 24 
2004 2 2 2 2 2 2 2 2 2 2 2 2 24 
2005 2 2 2 2 2 2 2 2 2 2 2 2 24 
2006 2 2 2 2 2 2 2 2 2 2 2 2 24 
2007 2 2 2 2 2 2 2 2 2 2 2 2 24 
2008
2009 2 2 2 0 2 2 2 2 2 2 2 2 22
