# USBR Lower Colorado Basin Annual reports: GSC Farm Diversion
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2013 0 258 121 63 362 363 412 321 331 439 0 0 2670 
2014 195 104 243 256 314 410 390 282 165 110 175 29 2673 
2015 189 261 317 382 232 300 351 355 226 194 20 0 2827 
2016 201 275 215 101 248 368 457 179 297 194 183 193 2911 
2017 0 159 257 85 325 480 412 299 387 37 0 33 2474 
2018 0 263 267 102 205 481 420 518 390 0 49 28 2723 
2019 0 68 283 117 246 402 524 466 431 0 34 185 2756 
2020 106 216 12 297 393 390 504 446 406 49 90 0 2909 
2021 0 183 181 323 318 508 452 307 325 134 144 38 2913 
