# USBR Lower Colorado Basin Annual reports: Griffin Ranches Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2016 6 8 10 11 14 17 18 18 14 12 8 8 144 
2017 2 3 4 4 5 7 7 7 5 4 3 3 54
2018 4 5 6 7 8 10 10 11 8 6 4 4 83
2019 2 3 3 3 5 5 6 5 4 3 2 3 44 
2020 3 4 6 7 8 9 9 10 8 7 3 5 79 
2021 4 5 7 8 9 11 12 12 10 8 6 6 98 
