# USBR Lower Colorado Basin Annual reports: Sturges Diversion
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1990 292 308 643 463 476 557 554 539 299 305 195 310 4941
1991 381 444 214 202 349 311 421 417 376 397 344 227 4083
1992 185 442 516 547 452 781 786 559 410 680 316 173 5847 
1993 99 109 342 372 525 621 841 371 186 730 261 260 4717 
1994 197 300 532 477 488 688 760 711 466 529 175 179 5502 
1995 112 345 290 328 435 659 682 629 425 473 218 140 4736 
1996 270 442 647 799 719 602 837 582 230 702 442 453 6725 
1997 220 424 601 719 844 739 712 1137 748 591 789 480 8004
1998 540 202 1153 838 1401 1280 1515 899 507 1114 1396 979 11824 
1999 981 671 1400 1039 1653 2171 1843 998 993 782 1178 1311 15020 
2000 891 853 1320 1268 1623 1470 1228 546 521 717 579 451 11467
