# USBR Lower Colorado Basin Annual reports: Arizona Totals Ordered but not Diverted
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1965 8467 5684 6591 14714 8448 6827 3623 8312 7983 6985 7793 11147 96574
1966 6855 5651 5576 4540 7803 5632 4517 7860 7667 11387 7501 5575 80564
1967 7925 4375 6830 7037 4748 6258 6309 5485 21279 6801 10256 10342 97645
1968 4915 5166 6065 5915 4263 6127 9907 9561 5429 9198 7360 7345 81251
1969 13166 4794 7788 5225 7299 9237 7913 6715 11673 10885 16988 12447 114130
1970 7164 9790 18641 6964 8190 4028 6074 11971 7068 11090 8681 10692 110353
1971 8386 5429 5004 9518 7446 3993 3155 11766 13112 17401 9082 10159 104451
1972 7602 5261 6337 4608 6547 4852 5615 6819 8142 21540 7288 8798 93409 
1973 6358 12687 13344 4985 8607 6469 5008 15284 8983 9053 8338 9519 108635
1974 10856 4085 7307 4442 5988 5551 8756 8083 8736 12166 8930 6071 90971
1975 9132 5674 10268 8092 7661 7661 6049 6573 11707 13009 10423 15856 112105
1976 12618 15743 7143 16674 12569 7296 13894 6551 27954 15098 13516 13244 162300
1977 13266 6406 11448 8755 15254 6391 6419 26539 16383 11588 11074 16444 149969
1978 13382 9464 16447 8585 9868 8178 8507 10438 6140 19018 11835 20135 141997
1979 15952 7111 17914 8779 12014 9546 14109 19832 9305 13902 10860 8740 148064 
1980 11157 15269 9788 9173 13471 5284 8083 10789 10057 11433 8853 10548 123910  # checked, diff = -5 expected =  123910  got =  123905
1981 15811 10017 18509 13354 13175 9667 9095 15848 11208 10404 6505 13980 147573
1982 17586 11415 19754 9850 10923 11061 12809 23600 10709 15459 15717 18163 177046
1983 18503 12954 15158 14023 13054 11003 16172 33336 16765 12542 12943 20165 196618
1984 11900 10887 13461 18124 20116 18637 31206 31649 13302 10572 11180 20092 211126
1985 9306 10995 9553 15079 15375 17119 9933 10942 18724 20341 15966 12781 166114
1986 12414 11202 19378 20581 14508 12739 18625 14793 24405 17981 16523 18121 201270
1987 11636 14658 17508 11664 24586 28273 12199 12453 14103 24746 23066 27732 222624 
1988 21115 15863 12879 36805 17716 25238 25868 67478 31997 30809 26045 26895 338708
1989 29097 19508 18899 17179 32462 26164 45067 60515 37013 32697 21218 24950 364769 
1990 24040 11247 9796 23962 21648 19974 63396 68957 40273 25706 24829 24700 358528 
1991 21113 14878 25443 12101 11191 24785 25011 23356 22490 17540 18866 23806 240580 
1992 16230 16209 30965 13896 53461 10975 14629 19580 14829 17793 16473 25119 250159
1993 32059 18113 25822 22240 30422 18916 18858 54473 36461 24135 45876 26718 354093 
1994 28641 20958 34240 20177 25575 15157 15439 16837 22647 18346 45967 85956 349940 
1995 32465 23015 17408 17526 24392 19023 15968 8105 9861 21290 33046 18006 240105 
1996 27218 13887 10247 14852 16616 13048 11078 11920 10560 17862 16158 20531 183977 
1997 12947 13743 25483 11909 17936 18977 13537 9484 37810 40497 20535 34071 256929 
1998 11898 19280 19522 11771 18342 10115 15275 11232 14186 15416 13672 12766 173475 
1999 14898 16798 30154 20904 20278 29242 21832 17535 17569 19461 30215 18933 257819 
2000 12118 14879 17630 13761 20280 15910 13691 12834 11700 27381 15545 18861 194590 
2001 19975 17222 30176 17869 14670 18152 25218 11836 15670 21507 24941 17725 234961 
2002 21709 14080 17454 22412 19223 15256 18539 18753 16748 53706 31776 10247 259903 
2003 16313 18802 30788 15078 28594 17179 40924 17978 21882 18732 25128 14829 237874  # checked, months seem correct, diff = 28353 expected =  237874  got =  266227
2004 18114 13976 17676 19867 15050 19315 16366 13965 17216 31747 24742 27327 235361
2005 27126 19664 8230 9883 8288 7025 23104 17385 11065 23947 23786 21192 200695 
2006 17738 30094 63368 10953 18047 20363 20331 36981 28685 30094 21310 21910 319874
2007 23334 27437 19721 23489 17907 33453 28488 25854 22141 33684 41778 47499 344784 
2008 32633 19280 16622 12262 28688 17859 19566 25582 27931 30301 31251 36797 298772 
2009 18011 23318 13525 15735 16544 12823 8860 13224 18587 25509 25384 19561 211081 
2010 35737 15097 28380 20847 19200 12693 9511 15150 14023 38678 22283 26763 258361 
2011 21894 23612 21282 32539 13381 8185 14172 15412 20463 18144 29408 23941 242435 
2012 16100 15492 11988 8972 12178 11089 18281 18520 23401 21025 19809 10332 187187 
2013 18452 15290 15572 13013 15313 8674 22424 20274 18721 21861 27405 14031 211030 
2014 14651 13049 16509 16184 17471 24851 16187 22695 13535 11166 11400 11939 189637 
2015 10336 15433 15242 21056 29280 13190 14088 12563 17456 13057 11009 11195 183905 
2016 15295 8789 14388 17361 12529 13876 14031 18930 19644 18430 16002 14821 184096 
2017 23045 10144 9724 15075 19318 10669 9498 14357 16372 10091 11459 14837 164589 
2018 13708 11158 14676 11074 14264 10471 23635 18945 11578 33581 14093 12905 190088 
2019 14950 17274 19497 25701 30713 8300 17442 13026 21741 8210 24313 16379 217546 
2020 9910 14055 17205 12220 10009 9364 9989 11057 13670 11151 13041 8351 140022 
2021 20253 19837 12695 11296 10332 10468 11566 15871 13306 16419 8587 11279 161908 
