# USBR Lower Colorado Basin Annual reports: Vista Del Lago Consumptive Us
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2016 0 1 1 1 1 1 1 1 1 1 1 1 11 
2017 1 1 1 1 1 2 2 2 1 1 1 1 15
2018 3 1 1 2 1 1 1 2 2 2 2 2 20
2019 1 1 2 2 2 3 3 3 2 3 2 1 25 
2020 3 2 3 4 1 2 1 1 1 2 1 1 22 
2021 2 2 2 2 1 1 0 1 1 1 1 1 15 
