# USBR Lower Colorado Basin Annual reports: California Totals Unmeasured Returns
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2010 1933 2489 5073 6247 7280 6997 8028 7950 6473 5417 4505 3226 65618
2011 3160 3826 7028 7662 8509 7892 8039 9429 6947 5777 4256 3217 75742 
2012 3244 5220 7575 7441 8990 9090 8131 9040 7139 7140 5293 3895 82198 
2013 3476 4711 7807 8880 10008 9967 9335 9086 6908 6654 4418 4704 85954 
2014 3911 5120 7846 9040 9803 9487 9316 7699 7346 6547 4920 4389 85424 
2015 3233 4913 7465 9443 7974 7830 7749 8711 7206 5839 4738 4017 79118 
2016 2985 4564 7228 7947 9317 9167 10004 9665 8124 6766 4882 3618 84267 
2017 2302 4331 6521 7778 8276 8903 8706 9547 7570 7027 4713 4248 79922 
2018 3125 4829 7139 8271 8452 8508 8234 10532 8464 5642 5152 3430 81778 
2019 3006 4380 6547 7246 8168 8478 9591 9351 8679 8906 4458 2994 81804 
2020 4014 4910 5751 8658 8890 9262 9634 9887 8779 7779 4764 4039 86367 
2021 2626 5078 7460 8899 9286 8853 9455 9203 8641 7135 4482 3446 84564 
