# USBR Lower Colorado Basin Annual reports: Non-Federal Subcontractors to the LCWSP Diversion
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2016 13 16 22 23 28 35 37 36 28 24 17 17 296 
2017 13 16 22 23 28 35 37 36 28 24 17 17 296 
2018 13 16 22 23 28 35 37 36 28 24 17 17 296 
2019 13 16 22 23 28 35 37 36 28 24 17 17 296 
2020 13 16 22 23 28 35 37 36 28 24 17 17 296 
2021 8 10 13 14 17 21 23 22 18 15 10 10 181 
