# USBR Lower Colorado Basin Annual reports: Metropolitan Water District SNWA
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
2004 0 0 0 0 0 0 0 0 0 0 0 10000 10000
2005 0 0 0 0 0 0 0 0 0 0 0 10000 10000
