# USBR Lower Colorado Basin Annual reports: Reservation Division Returns Return
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1964 2161 2007 2233 2142 222 2069 2333 2090 1808 1830 2632 1641 24175
1965 1510 1541 2121 1730 1909 1917 2027 2066 1839 1614 1598 1419 21291
1966 1369 1555 1894 2129 2322 2401 2388 2204 1815 2123 1466 1673 23329
1967 1680 1570 2200 2310 2130 2140 1860 1670 1380 1730 1490 1320 21480
1968 1430 1650 1990 1800 1790 1860 2100 1980 1660 1810 1540 1610 21220
1969 1620 1380 1730 1630 1830 1880 1790 2180 1820 1920 1790 1460 21030
1970 1350 1350 1850 1770 2080 1880 2290 2510 1720 2010 1800 1630 22240
1971 1524 1546 1727 2266 2063 2071 2070 2440 2480 2677 2431 2280 25575
1972 2030 1777 2119 2198 2620 1993 2066 1775 2014 1927 1944 1806 24269
1973 1833 1750 1942 2009 2188 1886 2140 2096 2068 2247 2296 2000 24455
1974 1745 1725 2194 2072 2145 2036 2126 2039 2094 2546 2421 2598 25741
1975 2087 1838 2301 2531 2562 2061 2016 2280 2274 2489 2332 2395 27166
1976 2231 2052 2774 2771 2760 2512 2235 2333 2564 2469 2283 2118 29102
1977 1958 1799 1980 1841 2129 2161 2262 1863 1830 1438 1490 1654 22405
1978 1378 1244 1815 1823 1861 1783 2012 2146 2381 1750 1891 1708 21792
1979 1880 1488 2243 2108 2221 2290 2508 2461 1596 1868 1863 1683 24209
1980 1659 1580 2697 1724 2300 2748 3043 2754 2238 2584 2530 2466 28323
1981 2439 2264 3072 2877 3039 3213 3025 3315 2966 2825 2623 2905 34563
1982 2331 1949 2627 2561 2996 2687 2488 2327 2410 2464 1920 1371 28131
1983 1767 1498 2433 1961 1998 416 595 1615 1735 2198 2122 2021 20359  # Duplicate between 1983-1984
1984 1767 1498 2433 1961 1998 416 595 1615 1735 2198 2122 2021 20359  # "  Handwritten stuff
1985 2652 1549 3107 2978 1385 2585 2418 1622 2490 3216 2896 2724 29622  # Duplicate between 1985-1986
1986 2652 1549 3107 2978 1385 2585 2418 1622 2490 3216 2896 2724 29622  # *
1987 3028 2985 3179 3115 2867 2649 2722 2641 1847 1731 2865 2760 32389
1988 2201 2011 2414 2126 2631 2417 2291 2638 2235 2845 2643 2222 28674
1989 2188 2220 2729 2553 2119 2255 2966 2975 2443 3541 3314 2756 32059
1990 2019 1945 2181 2145 2967 2360 2790 3268 3055 3497 3751 3560 33538
1991 3557 2601 3369 2669 3475 3679 3285 2538 3110 4233 4071 3620 40207
1992 3259 2874 3025 3554 3944 3320 3142 3200 3412 4385 4701 4148 42964
1993 3306 1931 2653 2894 3374 3631 3347 2282 2778 4093 3803 3488 37580
1994 3466 2853 3950 3774 4040 3906 4358 4489 4453 3420 4415 3745 46869
1995 2883 2993 4101 3555 3245 2826 2889 3465 3421 4261 3120 3614 40373
1996 3081 3012 3436 3627 3622 3338 3332 3420 2510 4083 4674 3550 41731
1997 3442 3161 3321 3272 3778 3301 2735 3017 3321 4654 3827 3899 41728
1998 2550 1908 2548 2596 3452 3250 2879 2839 3090 3606 3661 3345 35724 # error:  diff = 3 got sum = 35727 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/1998_1.png
1999 3607 3127 3236 2733 3128 2968 2609 3020 3223 3145 3295 3292 37383
2000 3111 2753 3193 3271 4205 2777 3260 3543 3031 3315 3261 3213 38933 # error:  diff = 3 got sum = 38936 /ark/Varuna/USBR_Reports/images/ca/consumptive_use/2000_1.png
2001 2546 2118 2868 3125 2474 2687 2469 2821 2149 2502 3858 3023 32640
2002 2673 2619 2970 2414 2759 2442 2625 2848 2658 2912 2282 2601 31803
2003 2511 2473 2586 2418 3129 3006 2567 2741 1987 2433 3032 2520 31403
2004 2180 2114 1791 2626 3167 2154 2101 2169 2511 3172 3054 2173 29212
2005 1916 2616 2340 2270 3072 2163 2472 2487 1995 2015 2644 2047 28037
2006 1282 1649 1645 1953 2126 1718 1730 1985 1969 2204 2633 2658 23552 
2007 2178 1786 2314 2078 1903 1954 2301 2315 2380 2380 2222 2084 25895 
2008 2140 1632 2173 2497 2850 2067 2024 2084 2450 3052 2578 2794 28342 
2009 2520 2214 2723 3020 2862 2107 2054 2224 1910 2082 1769 2364 27839
2010 2680 2074 2513 2760 2312 1667 2014 2034 2040 2272 2459 2104 26929
2011 1340 1224 1883 2670 2812 2167 2824 3134 2690 2402 2609 2544 28299
2012 2200 2082 2323 2710 2252 2407 2494 2794 2990 2952 2839 2524 30567
2013 2230 1524 2033 2410 2552 2457 2724 2384 2730 2882 2469 1354 27749
2014 1020 1474 2393 2140 2202 2137 2244 2054 2590 2492 2349 1714 24809
2015 1650 1724 2613 3290 2832 2277 2154 2014 2970 4162 2749 2074 30509
2016 1710 1612 2183 2860 3112 2467 2784 2194 2430 2062 2709 2284 28407
2017 2397 1896 1842 2375 2172 2228 1345 1345 1451 1873 2263 2109 23296
2018 1693 1843 2198 2768 3246 2340 1685 1952 2184 2139 2238 2238 26524
2019 2090 1644 1699 2115 2467 2478 2093 2370 2174 2310 2487 1699 25626
2020 1545 1660 2022 2146 2545 2522 1997 1906 2405 2496 2431 2505 26180
2021 2045 1595 1533 2123 2819 2331 2065 2016 1906 2080 2419 2309 25241
