Elevation_ft_NAVD88,Elevation_ft_NGVD29,Area_acres,Capacity_acrefeet
3515.77,3512.86,53506.99,6618562.44
3515.78,3512.87,53510.67,6619097.9
3515.79,3512.88,53514.35,6619633.36
3515.8,3512.89,53518.03,6620168.82
3515.81,3512.9,53521.71,6620704.28
3515.82,3512.91,53525.38,6621239.74
3515.83,3512.92,53529.06,6621775.2
3515.84,3512.93,53532.74,6622310.66
3515.85,3512.94,53536.42,6622846.12
3515.86,3512.95,53540.09,6623381.58
3515.87,3512.96,53543.77,6623917.04
3515.88,3512.97,53547.45,6624452.51
3515.89,3512.98,53551.13,6624987.97
3515.9,3512.99,53554.8,6625523.43
3515.91,3513,53558.48,6626058.89
3515.92,3513.01,53562.16,6626594.35
3515.93,3513.02,53565.84,6627129.81
3515.94,3513.03,53569.52,6627665.27
3515.95,3513.04,53573.19,6628200.73
3515.96,3513.05,53576.87,6628736.19
3515.97,3513.06,53580.55,6629271.65
3515.98,3513.07,53584.23,6629807.11
3515.99,3513.08,53587.9,6630342.57
3516,3513.09,53591.58,6630878.03
3516.01,3513.1,53595.26,6631413.49
3516.02,3513.11,53598.94,6631948.95
3516.03,3513.12,53602.61,6632484.41
3516.04,3513.13,53606.29,6633019.87
3516.05,3513.14,53609.97,6633555.33
3516.06,3513.15,53613.65,6634090.79
3516.07,3513.16,53617.33,6634626.25
3516.08,3513.17,53621.03,6635162.42
3516.09,3513.18,53624.79,6635699.77
3516.1,3513.19,53628.55,6636237.11
3516.11,3513.2,53632.31,6636774.45
3516.12,3513.21,53636.07,6637311.8
3516.13,3513.22,53639.82,6637849.14
3516.14,3513.23,53643.58,6638386.48
3516.15,3513.24,53647.34,6638923.82
3516.16,3513.25,53651.1,6639461.17
3516.17,3513.26,53654.86,6639998.51
3516.18,3513.27,53658.61,6640535.85
3516.19,3513.28,53662.37,6641073.2
3516.2,3513.29,53666.13,6641610.54
3516.21,3513.3,53669.89,6642147.88
3516.22,3513.31,53673.65,6642685.22
3516.23,3513.32,53677.41,6643222.57
3516.24,3513.33,53681.16,6643759.91
3516.25,3513.34,53684.92,6644297.25
3516.26,3513.35,53688.68,6644834.6
3516.27,3513.36,53692.44,6645371.94
3516.28,3513.37,53696.2,6645909.28
3516.29,3513.38,53699.95,6646446.63
3516.3,3513.39,53703.71,6646983.97
3516.31,3513.4,53707.47,6647521.31
3516.32,3513.41,53711.23,6648058.65
3516.33,3513.42,53714.99,6648596
3516.34,3513.43,53718.74,6649133.34
3516.35,3513.44,53722.5,6649670.68
3516.36,3513.45,53726.26,6650208.03
3516.37,3513.46,53730.02,6650745.37
3516.38,3513.47,53733.78,6651282.71
3516.39,3513.48,53737.54,6651820.05
3516.4,3513.49,53741.33,6652357.15
3516.41,3513.5,53745,6652895.06
3516.42,3513.51,53748.66,6653432.96
3516.43,3513.52,53752.32,6653970.87
3516.44,3513.53,53755.99,6654508.78
3516.45,3513.54,53759.65,6655046.68
3516.46,3513.55,53763.31,6655584.59
3516.47,3513.56,53766.98,6656122.49
3516.48,3513.57,53770.64,6656660.4
3516.49,3513.58,53774.3,6657198.3
3516.5,3513.59,53777.97,6657736.21
3516.51,3513.6,53781.63,6658274.11
3516.52,3513.61,53785.29,6658812.02
3516.53,3513.62,53788.96,6659349.92
3516.54,3513.63,53792.62,6659887.83
3516.55,3513.64,53796.29,6660425.73
3516.56,3513.65,53799.95,6660963.64
3516.57,3513.66,53803.61,6661501.54
3516.58,3513.67,53807.28,6662039.45
3516.59,3513.68,53810.94,6662577.35
3516.6,3513.69,53814.6,6663115.26
3516.61,3513.7,53818.27,6663653.16
3516.62,3513.71,53821.93,6664191.07
3516.63,3513.72,53825.59,6664728.97
3516.64,3513.73,53829.26,6665266.88
3516.65,3513.74,53832.92,6665804.78
3516.66,3513.75,53836.58,6666342.69
3516.67,3513.76,53840.25,6666880.59
3516.68,3513.77,53843.91,6667418.5
3516.69,3513.78,53847.57,6667956.4
3516.7,3513.79,53851.24,6668494.31
3516.71,3513.8,53854.9,6669032.21
3516.72,3513.81,53858.56,6669570.12
3516.73,3513.82,53862.19,6670107.73
3516.74,3513.83,53865.99,6670646.85
3516.75,3513.84,53869.79,6671185.97
3516.76,3513.85,53873.59,6671725.09
3516.77,3513.86,53877.39,6672264.2
3516.78,3513.87,53881.19,6672803.32
3516.79,3513.88,53884.99,6673342.44
3516.8,3513.89,53888.79,6673881.56
3516.81,3513.9,53892.59,6674420.68
3516.82,3513.91,53896.38,6674959.79
3516.83,3513.92,53900.18,6675498.91
3516.84,3513.93,53903.98,6676038.03
3516.85,3513.94,53907.78,6676577.15
3516.86,3513.95,53911.58,6677116.26
3516.87,3513.96,53915.38,6677655.38
3516.88,3513.97,53919.18,6678194.5
3516.89,3513.98,53922.98,6678733.62
3516.9,3513.99,53926.78,6679272.73
3516.91,3514,53930.58,6679811.85
3516.92,3514.01,53934.38,6680350.97
3516.93,3514.02,53938.17,6680890.09
3516.94,3514.03,53941.97,6681429.2
3516.95,3514.04,53945.77,6681968.32
3516.96,3514.05,53949.57,6682507.44
3516.97,3514.06,53953.37,6683046.56
3516.98,3514.07,53957.17,6683585.68
3516.99,3514.08,53960.97,6684124.79
3517,3514.09,53964.77,6684663.91
3517.01,3514.1,53968.57,6685203.03
3517.02,3514.11,53972.37,6685742.15
3517.03,3514.12,53976.16,6686281.26
3517.04,3514.13,53979.96,6686820.38
3517.05,3514.14,53983.76,6687359.5
3517.06,3514.15,53987.57,6687898.56
3517.07,3514.16,53991.26,6688438.91
3517.08,3514.17,53994.95,6688979.26
3517.09,3514.18,53998.64,6689519.62
3517.1,3514.19,54002.34,6690059.97
3517.11,3514.2,54006.03,6690600.32
3517.12,3514.21,54009.72,6691140.68
3517.13,3514.22,54013.41,6691681.03
3517.14,3514.23,54017.11,6692221.38
3517.15,3514.24,54020.8,6692761.74
3517.16,3514.25,54024.49,6693302.09
3517.17,3514.26,54028.18,6693842.44
3517.18,3514.27,54031.88,6694382.8
3517.19,3514.28,54035.57,6694923.15
3517.2,3514.29,54039.26,6695463.5
3517.21,3514.3,54042.95,6696003.86
3517.22,3514.31,54046.65,6696544.21
3517.23,3514.32,54050.34,6697084.56
3517.24,3514.33,54054.03,6697624.92
3517.25,3514.34,54057.72,6698165.27
3517.26,3514.35,54061.42,6698705.62
3517.27,3514.36,54065.11,6699245.98
3517.28,3514.37,54068.8,6699786.33
3517.29,3514.38,54072.49,6700326.68
3517.3,3514.39,54076.19,6700867.04
3517.31,3514.4,54079.88,6701407.39
3517.32,3514.41,54083.57,6701947.74
3517.33,3514.42,54087.26,6702488.1
3517.34,3514.43,54090.96,6703028.45
3517.35,3514.44,54094.65,6703568.8
3517.36,3514.45,54098.34,6704109.16
3517.37,3514.46,54102.03,6704649.51
3517.38,3514.47,54105.73,6705189.87
3517.39,3514.48,54109.4,6705730.39
3517.4,3514.49,54112.97,6706271.94
3517.41,3514.5,54116.53,6706813.48
3517.42,3514.51,54120.1,6707355.03
3517.43,3514.52,54123.66,6707896.58
3517.44,3514.53,54127.23,6708438.12
3517.45,3514.54,54130.79,6708979.67
3517.46,3514.55,54134.36,6709521.21
3517.47,3514.56,54137.93,6710062.76
3517.48,3514.57,54141.49,6710604.31
3517.49,3514.58,54145.06,6711145.85
3517.5,3514.59,54148.62,6711687.4
3517.51,3514.6,54152.19,6712228.95
3517.52,3514.61,54155.75,6712770.49
3517.53,3514.62,54159.32,6713312.04
3517.54,3514.63,54162.88,6713853.59
3517.55,3514.64,54166.45,6714395.13
3517.56,3514.65,54170.02,6714936.68
3517.57,3514.66,54173.58,6715478.22
3517.58,3514.67,54177.15,6716019.77
3517.59,3514.68,54180.71,6716561.32
3517.6,3514.69,54184.28,6717102.86
3517.61,3514.7,54187.84,6717644.41
3517.62,3514.71,54191.41,6718185.96
3517.63,3514.72,54194.97,6718727.5
3517.64,3514.73,54198.54,6719269.05
3517.65,3514.74,54202.1,6719810.6
3517.66,3514.75,54205.67,6720352.14
3517.67,3514.76,54209.24,6720893.69
3517.68,3514.77,54212.8,6721435.24
3517.69,3514.78,54216.37,6721976.78
3517.7,3514.79,54219.93,6722518.33
3517.71,3514.8,54223.5,6723059.87
3517.72,3514.81,54227.05,6723602.03
3517.73,3514.82,54230.57,6724145.4
3517.74,3514.83,54234.09,6724688.77
3517.75,3514.84,54237.61,6725232.14
3517.76,3514.85,54241.14,6725775.51
3517.77,3514.86,54244.66,6726318.88
3517.78,3514.87,54248.18,6726862.25
3517.79,3514.88,54251.7,6727405.62
3517.8,3514.89,54255.22,6727949
3517.81,3514.9,54258.75,6728492.37
3517.82,3514.91,54262.27,6729035.74
3517.83,3514.92,54265.79,6729579.11
3517.84,3514.93,54269.31,6730122.48
3517.85,3514.94,54272.83,6730665.85
3517.86,3514.95,54276.35,6731209.22
3517.87,3514.96,54279.88,6731752.59
3517.88,3514.97,54283.4,6732295.96
3517.89,3514.98,54286.92,6732839.33
3517.9,3514.99,54290.44,6733382.7
3517.91,3515,54293.96,6733926.07
3517.92,3515.01,54297.49,6734469.44
3517.93,3515.02,54301.01,6735012.81
3517.94,3515.03,54304.53,6735556.18
3517.95,3515.04,54308.05,6736099.55
3517.96,3515.05,54311.57,6736642.92
3517.97,3515.06,54315.09,6737186.29
3517.98,3515.07,54318.62,6737729.66
3517.99,3515.08,54322.14,6738273.03
3518,3515.09,54325.66,6738816.4
3518.01,3515.1,54329.18,6739359.77
3518.02,3515.11,54332.7,6739903.14
3518.03,3515.12,54336.22,6740446.51
3518.04,3515.13,54339.75,6740989.65
3518.05,3515.14,54343.27,6741533.51
3518.06,3515.15,54346.79,6742077.38
3518.07,3515.16,54350.31,6742621.24
3518.08,3515.17,54353.83,6743165.1
3518.09,3515.18,54357.35,6743708.96
3518.1,3515.19,54360.87,6744252.82
3518.11,3515.2,54364.39,6744796.69
3518.12,3515.21,54367.92,6745340.55
3518.13,3515.22,54371.44,6745884.41
3518.14,3515.23,54374.96,6746428.27
3518.15,3515.24,54378.48,6746972.13
3518.16,3515.25,54382,6747516
3518.17,3515.26,54385.52,6748059.86
3518.18,3515.27,54389.04,6748603.72
3518.19,3515.28,54392.56,6749147.58
3518.2,3515.29,54396.08,6749691.44
3518.21,3515.3,54399.6,6750235.3
3518.22,3515.31,54403.12,6750779.17
3518.23,3515.32,54406.65,6751323.03
3518.24,3515.33,54410.17,6751866.89
3518.25,3515.34,54413.69,6752410.75
3518.26,3515.35,54417.21,6752954.61
3518.27,3515.36,54420.73,6753498.48
3518.28,3515.37,54424.25,6754042.34
3518.29,3515.38,54427.77,6754586.2
3518.3,3515.39,54431.29,6755130.06
3518.31,3515.4,54434.81,6755673.92
3518.32,3515.41,54438.33,6756217.79
3518.33,3515.42,54441.86,6756761.65
3518.34,3515.43,54445.38,6757305.51
3518.35,3515.44,54448.9,6757849.37
3518.36,3515.45,54452.42,6758393.23
3518.37,3515.46,54455.97,6758936.78
3518.38,3515.47,54459.39,6759481.78
3518.39,3515.48,54462.82,6760026.78
3518.4,3515.49,54466.25,6760571.78
3518.41,3515.5,54469.68,6761116.78
3518.42,3515.51,54473.1,6761661.78
3518.43,3515.52,54476.53,6762206.78
3518.44,3515.53,54479.96,6762751.79
3518.45,3515.54,54483.39,6763296.79
3518.46,3515.55,54486.82,6763841.79
3518.47,3515.56,54490.24,6764386.79
3518.48,3515.57,54493.67,6764931.79
3518.49,3515.58,54497.1,6765476.79
3518.5,3515.59,54500.53,6766021.79
3518.51,3515.6,54503.95,6766566.8
3518.52,3515.61,54507.38,6767111.8
3518.53,3515.62,54510.81,6767656.8
3518.54,3515.63,54514.24,6768201.8
3518.55,3515.64,54517.67,6768746.8
3518.56,3515.65,54521.09,6769291.8
3518.57,3515.66,54524.52,6769836.81
3518.58,3515.67,54527.95,6770381.81
3518.59,3515.68,54531.38,6770926.81
3518.6,3515.69,54534.81,6771471.81
3518.61,3515.7,54538.23,6772016.81
3518.62,3515.71,54541.66,6772561.81
3518.63,3515.72,54545.09,6773106.81
3518.64,3515.73,54548.52,6773651.82
3518.65,3515.74,54551.94,6774196.82
3518.66,3515.75,54555.37,6774741.82
3518.67,3515.76,54558.8,6775286.82
3518.68,3515.77,54562.23,6775831.82
3518.69,3515.78,54565.66,6776376.82
3518.7,3515.79,54569.08,6776921.72
3518.71,3515.8,54572.51,6777467.85
3518.72,3515.81,54575.94,6778013.97
3518.73,3515.82,54579.38,6778560.1
3518.74,3515.83,54582.81,6779106.22
3518.75,3515.84,54586.24,6779652.35
3518.76,3515.85,54589.67,6780198.47
3518.77,3515.86,54593.1,6780744.6
3518.78,3515.87,54596.53,6781290.72
3518.79,3515.88,54599.96,6781836.85
3518.8,3515.89,54603.39,6782382.97
3518.81,3515.9,54606.82,6782929.1
3518.82,3515.91,54610.25,6783475.22
3518.83,3515.92,54613.68,6784021.35
3518.84,3515.93,54617.12,6784567.47
3518.85,3515.94,54620.55,6785113.6
3518.86,3515.95,54623.98,6785659.73
3518.87,3515.96,54627.41,6786205.85
3518.88,3515.97,54630.84,6786751.98
3518.89,3515.98,54634.27,6787298.1
3518.9,3515.99,54637.7,6787844.23
3518.91,3516,54641.13,6788390.35
3518.92,3516.01,54644.56,6788936.48
3518.93,3516.02,54647.99,6789482.6
3518.94,3516.03,54651.42,6790028.73
3518.95,3516.04,54654.86,6790574.85
3518.96,3516.05,54658.29,6791120.98
3518.97,3516.06,54661.72,6791667.1
3518.98,3516.07,54665.15,6792213.23
3518.99,3516.08,54668.58,6792759.35
3519,3516.09,54672.01,6793305.48
3519.01,3516.1,54675.44,6793851.6
3519.02,3516.11,54678.87,6794397.73
3519.03,3516.12,54682.31,6794943.97
3519.04,3516.13,54685.77,6795491.22
3519.05,3516.14,54689.23,6796038.48
3519.06,3516.15,54692.69,6796585.74
3519.07,3516.16,54696.15,6797132.99
3519.08,3516.17,54699.61,6797680.25
3519.09,3516.18,54703.08,6798227.51
3519.1,3516.19,54706.54,6798774.76
3519.11,3516.2,54710,6799322.02
3519.12,3516.21,54713.46,6799869.28
3519.13,3516.22,54716.92,6800416.54
3519.14,3516.23,54720.38,6800963.79
3519.15,3516.24,54723.85,6801511.05
3519.16,3516.25,54727.31,6802058.31
3519.17,3516.26,54730.77,6802605.56
3519.18,3516.27,54734.23,6803152.82
3519.19,3516.28,54737.69,6803700.08
3519.2,3516.29,54741.15,6804247.33
3519.21,3516.3,54744.62,6804794.59
3519.22,3516.31,54748.08,6805341.85
3519.23,3516.32,54751.54,6805889.11
3519.24,3516.33,54755,6806436.36
3519.25,3516.34,54758.46,6806983.62
3519.26,3516.35,54761.92,6807530.88
3519.27,3516.36,54765.39,6808078.13
3519.28,3516.37,54768.85,6808625.39
3519.29,3516.38,54772.31,6809172.65
3519.3,3516.39,54775.77,6809719.9
3519.31,3516.4,54779.23,6810267.16
3519.32,3516.41,54782.69,6810814.42
3519.33,3516.42,54786.16,6811361.68
3519.34,3516.43,54789.62,6811908.93
3519.35,3516.44,54793.08,6812456.19
3519.36,3516.45,54796.54,6813003.98
3519.37,3516.46,54800.02,6813553.04
3519.38,3516.47,54803.5,6814102.1
3519.39,3516.48,54806.97,6814651.17
3519.4,3516.49,54810.45,6815200.23
3519.41,3516.5,54813.92,6815749.3
3519.42,3516.51,54817.4,6816298.36
3519.43,3516.52,54820.87,6816847.43
3519.44,3516.53,54824.35,6817396.49
3519.45,3516.54,54827.82,6817945.55
3519.46,3516.55,54831.3,6818494.62
3519.47,3516.56,54834.77,6819043.68
3519.48,3516.57,54838.25,6819592.75
3519.49,3516.58,54841.72,6820141.81
3519.5,3516.59,54845.2,6820690.87
3519.51,3516.6,54848.67,6821239.94
3519.52,3516.61,54852.15,6821789
3519.53,3516.62,54855.62,6822338.07
3519.54,3516.63,54859.1,6822887.13
3519.55,3516.64,54862.57,6823436.19
3519.56,3516.65,54866.05,6823985.26
3519.57,3516.66,54869.52,6824534.32
3519.58,3516.67,54873,6825083.39
3519.59,3516.68,54876.47,6825632.45
3519.6,3516.69,54879.95,6826181.52
3519.61,3516.7,54883.43,6826730.58
3519.62,3516.71,54886.9,6827279.64
3519.63,3516.72,54890.38,6827828.71
3519.64,3516.73,54893.85,6828377.77
3519.65,3516.74,54897.33,6828926.84
3519.66,3516.75,54900.8,6829475.9
3519.67,3516.76,54904.28,6830024.96
3519.68,3516.77,54907.75,6830574.03
3519.69,3516.78,54911.21,6831123.32
3519.7,3516.79,54914.64,6831672.84
3519.71,3516.8,54918.08,6832222.37
3519.72,3516.81,54921.51,6832771.89
3519.73,3516.82,54924.95,6833321.41
3519.74,3516.83,54928.38,6833870.94
3519.75,3516.84,54931.82,6834420.46
3519.76,3516.85,54935.25,6834969.99
3519.77,3516.86,54938.69,6835519.51
3519.78,3516.87,54942.12,6836069.04
3519.79,3516.88,54945.56,6836618.56
3519.8,3516.89,54948.99,6837168.09
3519.81,3516.9,54952.43,6837717.61
3519.82,3516.91,54955.86,6838267.14
3519.83,3516.92,54959.3,6838816.66
3519.84,3516.93,54962.73,6839366.18
3519.85,3516.94,54966.17,6839915.71
3519.86,3516.95,54969.6,6840465.23
3519.87,3516.96,54973.04,6841014.76
3519.88,3516.97,54976.47,6841564.28
3519.89,3516.98,54979.91,6842113.81
3519.9,3516.99,54983.34,6842663.33
3519.91,3517,54986.78,6843212.86
3519.92,3517.01,54990.21,6843762.38
3519.93,3517.02,54993.65,6844311.91
3519.94,3517.03,54997.08,6844861.43
3519.95,3517.04,55000.52,6845410.96
3519.96,3517.05,55003.95,6845960.48
3519.97,3517.06,55007.39,6846510
3519.98,3517.07,55010.82,6847059.53
3519.99,3517.08,55014.26,6847609.05
3520,3517.09,55017.69,6848158.58
3520.01,3517.1,55021.1,6848707.73
3520.02,3517.11,55024.62,6849258.4
3520.03,3517.12,55028.13,6849809.07
3520.04,3517.13,55031.64,6850359.73
3520.05,3517.14,55035.16,6850910.4
3520.06,3517.15,55038.67,6851461.07
3520.07,3517.16,55042.19,6852011.73
3520.08,3517.17,55045.7,6852562.4
3520.09,3517.18,55049.22,6853113.07
3520.1,3517.19,55052.73,6853663.74
3520.11,3517.2,55056.25,6854214.4
3520.12,3517.21,55059.76,6854765.07
3520.13,3517.22,55063.28,6855315.74
3520.14,3517.23,55066.79,6855866.4
3520.15,3517.24,55070.31,6856417.07
3520.16,3517.25,55073.82,6856967.74
3520.17,3517.26,55077.34,6857518.4
3520.18,3517.27,55080.85,6858069.07
3520.19,3517.28,55084.37,6858619.74
3520.2,3517.29,55087.88,6859170.4
3520.21,3517.3,55091.4,6859721.07
3520.22,3517.31,55094.91,6860271.74
3520.23,3517.32,55098.43,6860822.41
3520.24,3517.33,55101.94,6861373.07
3520.25,3517.34,55105.46,6861923.74
3520.26,3517.35,55108.97,6862474.41
3520.27,3517.36,55112.49,6863025.07
3520.28,3517.37,55116,6863575.74
3520.29,3517.38,55119.52,6864126.41
3520.3,3517.39,55123.03,6864677.07
3520.31,3517.4,55126.54,6865227.74
3520.32,3517.41,55130.06,6865778.41
3520.33,3517.42,55133.57,6866329.07
3520.34,3517.43,55137.09,6866879.59
3520.35,3517.44,55140.59,6867431.41
3520.36,3517.45,55144.09,6867983.22
3520.37,3517.46,55147.59,6868535.04
3520.38,3517.47,55151.09,6869086.85
3520.39,3517.48,55154.58,6869638.67
3520.4,3517.49,55158.08,6870190.49
3520.41,3517.5,55161.58,6870742.3
3520.42,3517.51,55165.08,6871294.12
3520.43,3517.52,55168.58,6871845.94
3520.44,3517.53,55172.08,6872397.75
3520.45,3517.54,55175.58,6872949.57
3520.46,3517.55,55179.07,6873501.38
3520.47,3517.56,55182.57,6874053.2
3520.48,3517.57,55186.07,6874605.02
3520.49,3517.58,55189.57,6875156.83
3520.5,3517.59,55193.07,6875708.65
3520.51,3517.6,55196.57,6876260.47
3520.52,3517.61,55200.07,6876812.28
3520.53,3517.62,55203.56,6877364.1
3520.54,3517.63,55207.06,6877915.91
3520.55,3517.64,55210.56,6878467.73
3520.56,3517.65,55214.06,6879019.55
3520.57,3517.66,55217.56,6879571.36
3520.58,3517.67,55221.06,6880123.18
3520.59,3517.68,55224.56,6880674.99
3520.6,3517.69,55228.05,6881226.81
3520.61,3517.7,55231.55,6881778.63
3520.62,3517.71,55235.05,6882330.44
3520.63,3517.72,55238.55,6882882.26
3520.64,3517.73,55242.05,6883434.08
3520.65,3517.74,55245.55,6883985.89
3520.66,3517.75,55249.05,6884537.71
3520.67,3517.76,55252.55,6885089.59
3520.68,3517.77,55256.15,6885642.57
3520.69,3517.78,55259.74,6886195.55
3520.7,3517.79,55263.33,6886748.52
3520.71,3517.8,55266.93,6887301.5
3520.72,3517.81,55270.52,6887854.47
3520.73,3517.82,55274.12,6888407.45
3520.74,3517.83,55277.71,6888960.43
3520.75,3517.84,55281.31,6889513.4
3520.76,3517.85,55284.9,6890066.38
3520.77,3517.86,55288.5,6890619.35
3520.78,3517.87,55292.09,6891172.33
3520.79,3517.88,55295.69,6891725.31
3520.8,3517.89,55299.28,6892278.28
3520.81,3517.9,55302.87,6892831.26
3520.82,3517.91,55306.47,6893384.23
3520.83,3517.92,55310.06,6893937.21
3520.84,3517.93,55313.66,6894490.19
3520.85,3517.94,55317.25,6895043.16
3520.86,3517.95,55320.85,6895596.14
3520.87,3517.96,55324.44,6896149.11
3520.88,3517.97,55328.04,6896702.09
3520.89,3517.98,55331.63,6897255.07
3520.9,3517.99,55335.22,6897808.04
3520.91,3518,55338.82,6898361.02
3520.92,3518.01,55342.41,6898913.99
3520.93,3518.02,55346.01,6899466.97
3520.94,3518.03,55349.6,6900019.95
3520.95,3518.04,55353.2,6900572.92
3520.96,3518.05,55356.79,6901125.9
3520.97,3518.06,55360.39,6901678.87
3520.98,3518.07,55363.98,6902231.85
3520.99,3518.08,55367.58,6902784.83
3521,3518.09,55371.18,6903338.27
3521.01,3518.1,55374.81,6903893.12
3521.02,3518.11,55378.45,6904447.96
3521.03,3518.12,55382.08,6905002.81
3521.04,3518.13,55385.72,6905557.65
3521.05,3518.14,55389.35,6906112.5
3521.06,3518.15,55392.98,6906667.34
3521.07,3518.16,55396.62,6907222.19
3521.08,3518.17,55400.25,6907777.03
3521.09,3518.18,55403.89,6908331.88
3521.1,3518.19,55407.52,6908886.73
3521.11,3518.2,55411.15,6909441.57
3521.12,3518.21,55414.79,6909996.42
3521.13,3518.22,55418.42,6910551.26
3521.14,3518.23,55422.06,6911106.11
3521.15,3518.24,55425.69,6911660.95
3521.16,3518.25,55429.32,6912215.8
3521.17,3518.26,55432.96,6912770.64
3521.18,3518.27,55436.59,6913325.49
3521.19,3518.28,55440.23,6913880.33
3521.2,3518.29,55443.86,6914435.18
3521.21,3518.3,55447.49,6914990.03
3521.22,3518.31,55451.13,6915544.87
3521.23,3518.32,55454.76,6916099.72
3521.24,3518.33,55458.4,6916654.56
3521.25,3518.34,55462.03,6917209.41
3521.26,3518.35,55465.66,6917764.25
3521.27,3518.36,55469.3,6918319.1
3521.28,3518.37,55472.93,6918873.94
3521.29,3518.38,55476.57,6919428.79
3521.3,3518.39,55480.2,6919983.63
3521.31,3518.4,55483.83,6920538.48
3521.32,3518.41,55487.47,6921093.32
3521.33,3518.42,55491.12,6921648.39
3521.34,3518.43,55494.78,6922203.74
3521.35,3518.44,55498.45,6922759.09
3521.36,3518.45,55502.11,6923314.44
3521.37,3518.46,55505.78,6923869.79
3521.38,3518.47,55509.45,6924425.14
3521.39,3518.48,55513.11,6924980.49
3521.4,3518.49,55516.78,6925535.84
3521.41,3518.5,55520.44,6926091.19
3521.42,3518.51,55524.11,6926646.54
3521.43,3518.52,55527.78,6927201.89
3521.44,3518.53,55531.44,6927757.24
3521.45,3518.54,55535.11,6928312.59
3521.46,3518.55,55538.77,6928867.94
3521.47,3518.56,55542.44,6929423.29
3521.48,3518.57,55546.11,6929978.64
3521.49,3518.58,55549.77,6930533.99
3521.5,3518.59,55553.44,6931089.34
3521.51,3518.6,55557.11,6931644.69
3521.52,3518.61,55560.77,6932200.04
3521.53,3518.62,55564.44,6932755.39
3521.54,3518.63,55568.1,6933310.74
3521.55,3518.64,55571.77,6933866.09
3521.56,3518.65,55575.44,6934421.44
3521.57,3518.66,55579.1,6934976.79
3521.58,3518.67,55582.77,6935532.14
3521.59,3518.68,55586.43,6936087.49
3521.6,3518.69,55590.1,6936642.84
3521.61,3518.7,55593.77,6937198.19
3521.62,3518.71,55597.43,6937753.54
3521.63,3518.72,55601.1,6938308.88
3521.64,3518.73,55604.76,6938864.23
3521.65,3518.74,55608.47,6939419.15
3521.66,3518.75,55612.03,6939975.7
3521.67,3518.76,55615.59,6940532.24
3521.68,3518.77,55619.15,6941088.79
3521.69,3518.78,55622.71,6941645.34
3521.7,3518.79,55626.27,6942201.89
3521.71,3518.8,55629.83,6942758.44
3521.72,3518.81,55633.39,6943314.99
3521.73,3518.82,55636.94,6943871.54
3521.74,3518.83,55640.5,6944428.09
3521.75,3518.84,55644.06,6944984.64
3521.76,3518.85,55647.62,6945541.19
3521.77,3518.86,55651.18,6946097.74
3521.78,3518.87,55654.74,6946654.29
3521.79,3518.88,55658.3,6947210.84
3521.8,3518.89,55661.86,6947767.39
3521.81,3518.9,55665.42,6948323.94
3521.82,3518.91,55668.98,6948880.48
3521.83,3518.92,55672.54,6949437.03
3521.84,3518.93,55676.1,6949993.58
3521.85,3518.94,55679.66,6950550.13
3521.86,3518.95,55683.22,6951106.68
3521.87,3518.96,55686.78,6951663.23
3521.88,3518.97,55690.34,6952219.78
3521.89,3518.98,55693.9,6952776.33
3521.9,3518.99,55697.46,6953332.88
3521.91,3519,55701.01,6953889.43
3521.92,3519.01,55704.57,6954445.98
3521.93,3519.02,55708.13,6955002.53
3521.94,3519.03,55711.69,6955559.08
3521.95,3519.04,55715.25,6956115.63
3521.96,3519.05,55718.81,6956672.17
3521.97,3519.06,55722.37,6957228.72
3521.98,3519.07,55725.94,6957785.07
3521.99,3519.08,55729.44,6958342.78
3522,3519.09,55732.93,6958900.48
3522.01,3519.1,55736.43,6959458.19
3522.02,3519.11,55739.92,6960015.9
3522.03,3519.12,55743.42,6960573.6
3522.04,3519.13,55746.91,6961131.31
3522.05,3519.14,55750.4,6961689.01
3522.06,3519.15,55753.9,6962246.72
3522.07,3519.16,55757.39,6962804.43
3522.08,3519.17,55760.89,6963362.13
3522.09,3519.18,55764.38,6963919.84
3522.1,3519.19,55767.88,6964477.54
3522.11,3519.2,55771.37,6965035.25
3522.12,3519.21,55774.87,6965592.95
3522.13,3519.22,55778.36,6966150.66
3522.14,3519.23,55781.86,6966708.37
3522.15,3519.24,55785.35,6967266.07
3522.16,3519.25,55788.85,6967823.78
3522.17,3519.26,55792.34,6968381.48
3522.18,3519.27,55795.84,6968939.19
3522.19,3519.28,55799.33,6969496.9
3522.2,3519.29,55802.82,6970054.6
3522.21,3519.3,55806.32,6970612.31
3522.22,3519.31,55809.81,6971170.01
3522.23,3519.32,55813.31,6971727.72
3522.24,3519.33,55816.8,6972285.43
3522.25,3519.34,55820.3,6972843.13
3522.26,3519.35,55823.79,6973400.84
3522.27,3519.36,55827.29,6973958.54
3522.28,3519.37,55830.78,6974516.25
3522.29,3519.38,55834.28,6975073.95
3522.3,3519.39,55837.77,6975631.66
3522.31,3519.4,55841.27,6976189.39
3522.32,3519.41,55844.77,6976748.24
3522.33,3519.42,55848.28,6977307.09
3522.34,3519.43,55851.79,6977865.95
3522.35,3519.44,55855.3,6978424.8
3522.36,3519.45,55858.8,6978983.65
3522.37,3519.46,55862.31,6979542.51
3522.38,3519.47,55865.82,6980101.36
3522.39,3519.48,55869.33,6980660.21
3522.4,3519.49,55872.83,6981219.07
3522.41,3519.5,55876.34,6981777.92
3522.42,3519.51,55879.85,6982336.77
