Elevation_ft_NAVD88,Elevation_ft_NGVD29,Area_acres,Capacity_acrefeet
3259.93,3257.02,7349.14,296202.82
3259.94,3257.03,7349.97,296276.39
3259.95,3257.04,7350.8,296349.97
3259.96,3257.05,7351.63,296423.55
3259.97,3257.06,7352.46,296497.13
3259.98,3257.07,7353.29,296570.71
3259.99,3257.08,7354.12,296644.28
3260,3257.09,7354.95,296717.86
3260.01,3257.1,7355.78,296791.44
3260.02,3257.11,7356.61,296865.02
3260.03,3257.12,7357.44,296938.6
3260.04,3257.13,7358.27,297012.18
3260.05,3257.14,7359.1,297085.75
3260.06,3257.15,7359.93,297159.33
3260.07,3257.16,7360.76,297232.91
3260.08,3257.17,7361.59,297306.49
3260.09,3257.18,7362.42,297380.07
3260.1,3257.19,7363.25,297453.64
3260.11,3257.2,7364.08,297527.22
3260.12,3257.21,7364.91,297600.8
3260.13,3257.22,7365.74,297674.38
3260.14,3257.23,7366.57,297747.96
3260.15,3257.24,7367.4,297821.53
3260.16,3257.25,7368.23,297895.11
3260.17,3257.26,7369.05,297968.67
3260.18,3257.27,7370.01,298042.5
3260.19,3257.28,7370.97,298116.33
3260.2,3257.29,7371.93,298190.15
3260.21,3257.3,7372.89,298263.98
3260.22,3257.31,7373.85,298337.81
3260.23,3257.32,7374.81,298411.64
3260.24,3257.33,7375.77,298485.46
3260.25,3257.34,7376.73,298559.29
3260.26,3257.35,7377.69,298633.12
3260.27,3257.36,7378.65,298706.94
3260.28,3257.37,7379.61,298780.77
3260.29,3257.38,7380.57,298854.6
3260.3,3257.39,7381.53,298928.42
3260.31,3257.4,7382.48,299002.25
3260.32,3257.41,7383.44,299076.08
3260.33,3257.42,7384.4,299149.91
3260.34,3257.43,7385.36,299223.73
3260.35,3257.44,7386.32,299297.56
3260.36,3257.45,7387.28,299371.39
3260.37,3257.46,7388.24,299445.21
3260.38,3257.47,7389.2,299519.04
3260.39,3257.48,7390.16,299592.87
3260.4,3257.49,7391.12,299666.69
3260.41,3257.5,7392.08,299740.52
3260.42,3257.51,7393.04,299814.35
3260.43,3257.52,7394,299888.18
3260.44,3257.53,7394.96,299962
3260.45,3257.54,7395.92,300035.83
3260.46,3257.55,7396.87,300109.66
3260.47,3257.56,7397.83,300183.48
3260.48,3257.57,7398.79,300257.31
3260.49,3257.58,7399.75,300331.14
3260.5,3257.59,7400.73,300405.01
3260.51,3257.6,7401.82,300479.22
3260.52,3257.61,7402.91,300553.43
3260.53,3257.62,7404,300627.64
3260.54,3257.63,7405.09,300701.85
3260.55,3257.64,7406.18,300776.06
3260.56,3257.65,7407.27,300850.27
3260.57,3257.66,7408.36,300924.48
3260.58,3257.67,7409.45,300998.69
3260.59,3257.68,7410.54,301072.9
3260.6,3257.69,7411.63,301147.11
3260.61,3257.7,7412.72,301221.32
3260.62,3257.71,7413.81,301295.53
3260.63,3257.72,7414.9,301369.74
3260.64,3257.73,7415.99,301443.95
3260.65,3257.74,7417.08,301518.16
3260.66,3257.75,7418.17,301592.37
3260.67,3257.76,7419.26,301666.58
3260.68,3257.77,7420.35,301740.79
3260.69,3257.78,7421.44,301815
3260.7,3257.79,7422.53,301889.21
3260.71,3257.8,7423.62,301963.42
3260.72,3257.81,7424.71,302037.63
3260.73,3257.82,7425.8,302111.84
3260.74,3257.83,7426.89,302186.05
3260.75,3257.84,7427.98,302260.26
3260.76,3257.85,7429.07,302334.47
3260.77,3257.86,7430.16,302408.68
3260.78,3257.87,7431.25,302482.89
3260.79,3257.88,7432.34,302557.1
3260.8,3257.89,7433.42,302631.31
3260.81,3257.9,7434.51,302705.52
3260.82,3257.91,7435.6,302779.73
3260.83,3257.92,7436.68,302854.04
3260.84,3257.93,7437.73,302928.56
3260.85,3257.94,7438.78,303003.09
3260.86,3257.95,7439.83,303077.61
3260.87,3257.96,7440.88,303152.13
3260.88,3257.97,7441.93,303226.66
3260.89,3257.98,7442.98,303301.18
3260.9,3257.99,7444.02,303375.7
3260.91,3258,7445.07,303450.23
3260.92,3258.01,7446.12,303524.75
3260.93,3258.02,7447.17,303599.27
3260.94,3258.03,7448.22,303673.8
3260.95,3258.04,7449.27,303748.32
3260.96,3258.05,7450.32,303822.84
3260.97,3258.06,7451.37,303897.37
3260.98,3258.07,7452.42,303971.89
3260.99,3258.08,7453.46,304046.41
3261,3258.09,7454.51,304120.94
3261.01,3258.1,7455.56,304195.46
3261.02,3258.11,7456.61,304269.98
3261.03,3258.12,7457.66,304344.51
3261.04,3258.13,7458.71,304419.03
3261.05,3258.14,7459.76,304493.56
3261.06,3258.15,7460.81,304568.08
3261.07,3258.16,7461.86,304642.6
3261.08,3258.17,7462.9,304717.13
3261.09,3258.18,7463.95,304791.65
3261.1,3258.19,7465,304866.17
3261.11,3258.2,7466.05,304940.7
3261.12,3258.21,7467.1,305015.22
3261.13,3258.22,7468.15,305089.74
3261.14,3258.23,7469.2,305164.27
3261.15,3258.24,7470.33,305238.63
3261.16,3258.25,7471.21,305313.47
3261.17,3258.26,7472.09,305388.3
3261.18,3258.27,7472.97,305463.14
3261.19,3258.28,7473.84,305537.97
3261.2,3258.29,7474.72,305612.81
3261.21,3258.3,7475.6,305687.64
3261.22,3258.31,7476.48,305762.48
3261.23,3258.32,7477.36,305837.31
3261.24,3258.33,7478.23,305912.15
3261.25,3258.34,7479.11,305986.98
3261.26,3258.35,7479.99,306061.82
3261.27,3258.36,7480.87,306136.65
3261.28,3258.37,7481.75,306211.49
3261.29,3258.38,7482.63,306286.32
3261.3,3258.39,7483.5,306361.16
3261.31,3258.4,7484.38,306435.99
3261.32,3258.41,7485.26,306510.83
3261.33,3258.42,7486.14,306585.66
3261.34,3258.43,7487.02,306660.5
3261.35,3258.44,7487.89,306735.33
3261.36,3258.45,7488.77,306810.17
3261.37,3258.46,7489.65,306885
3261.38,3258.47,7490.53,306959.84
3261.39,3258.48,7491.41,307034.67
3261.4,3258.49,7492.28,307109.51
3261.41,3258.5,7493.16,307184.34
3261.42,3258.51,7494.04,307259.18
3261.43,3258.52,7494.92,307334.01
3261.44,3258.53,7495.8,307408.85
3261.45,3258.54,7496.68,307483.68
3261.46,3258.55,7497.55,307558.52
3261.47,3258.56,7498.43,307633.35
3261.48,3258.57,7499.33,307708.09
3261.49,3258.58,7500.14,307783.25
3261.5,3258.59,7500.95,307858.41
3261.51,3258.6,7501.76,307933.57
3261.52,3258.61,7502.56,308008.73
3261.53,3258.62,7503.37,308083.88
3261.54,3258.63,7504.18,308159.04
3261.55,3258.64,7504.99,308234.2
3261.56,3258.65,7505.8,308309.36
3261.57,3258.66,7506.6,308384.52
3261.58,3258.67,7507.41,308459.68
3261.59,3258.68,7508.22,308534.84
3261.6,3258.69,7509.03,308610
3261.61,3258.7,7509.83,308685.15
3261.62,3258.71,7510.64,308760.31
3261.63,3258.72,7511.45,308835.47
3261.64,3258.73,7512.26,308910.63
3261.65,3258.74,7513.07,308985.79
3261.66,3258.75,7513.87,309060.95
3261.67,3258.76,7514.68,309136.11
3261.68,3258.77,7515.49,309211.27
3261.69,3258.78,7516.3,309286.42
3261.7,3258.79,7517.11,309361.58
3261.71,3258.8,7517.91,309436.74
3261.72,3258.81,7518.72,309511.9
3261.73,3258.82,7519.53,309587.06
3261.74,3258.83,7520.34,309662.22
3261.75,3258.84,7521.15,309737.38
3261.76,3258.85,7521.95,309812.54
3261.77,3258.86,7522.76,309887.69
3261.78,3258.87,7523.57,309962.85
3261.79,3258.88,7524.38,310038.01
3261.8,3258.89,7525.19,310113.17
3261.81,3258.9,7526.01,310188.31
3261.82,3258.91,7526.69,310263.67
3261.83,3258.92,7527.38,310339.02
3261.84,3258.93,7528.07,310414.38
3261.85,3258.94,7528.76,310489.74
3261.86,3258.95,7529.44,310565.1
3261.87,3258.96,7530.13,310640.46
3261.88,3258.97,7530.82,310715.82
3261.89,3258.98,7531.51,310791.17
3261.9,3258.99,7532.19,310866.53
3261.91,3259,7532.88,310941.89
3261.92,3259.01,7533.57,311017.25
3261.93,3259.02,7534.26,311092.61
3261.94,3259.03,7534.94,311167.97
3261.95,3259.04,7535.63,311243.33
3261.96,3259.05,7536.32,311318.68
3261.97,3259.06,7537,311394.04
3261.98,3259.07,7537.69,311469.4
3261.99,3259.08,7538.38,311544.76
3262,3259.09,7539.07,311620.12
3262.01,3259.1,7539.75,311695.48
3262.02,3259.11,7540.44,311770.83
3262.03,3259.12,7541.13,311846.19
3262.04,3259.13,7541.82,311921.55
3262.05,3259.14,7542.5,311996.91
3262.06,3259.15,7543.19,312072.27
3262.07,3259.16,7543.88,312147.63
3262.08,3259.17,7544.56,312222.99
3262.09,3259.18,7545.25,312298.34
3262.1,3259.19,7545.94,312373.7
3262.11,3259.2,7546.63,312449.06
3262.12,3259.21,7547.31,312524.42
3262.13,3259.22,7548,312599.78
3262.14,3259.23,7548.68,312675.16
3262.15,3259.24,7549.28,312750.77
3262.16,3259.25,7549.88,312826.39
3262.17,3259.26,7550.48,312902
3262.18,3259.27,7551.07,312977.61
3262.19,3259.28,7551.67,313053.23
3262.2,3259.29,7552.27,313128.84
3262.21,3259.3,7552.87,313204.46
3262.22,3259.31,7553.46,313280.07
3262.23,3259.32,7554.06,313355.69
3262.24,3259.33,7554.66,313431.3
3262.25,3259.34,7555.26,313506.91
3262.26,3259.35,7555.86,313582.53
3262.27,3259.36,7556.45,313658.14
3262.28,3259.37,7557.05,313733.76
3262.29,3259.38,7557.65,313809.37
3262.3,3259.39,7558.25,313884.99
3262.31,3259.4,7558.84,313960.6
3262.32,3259.41,7559.44,314036.22
3262.33,3259.42,7560.04,314111.83
3262.34,3259.43,7560.64,314187.44
3262.35,3259.44,7561.24,314263.06
3262.36,3259.45,7561.83,314338.67
3262.37,3259.46,7562.43,314414.29
3262.38,3259.47,7563.03,314489.9
3262.39,3259.48,7563.63,314565.52
3262.4,3259.49,7564.22,314641.13
3262.41,3259.5,7564.82,314716.75
3262.42,3259.51,7565.42,314792.36
3262.43,3259.52,7566.02,314867.97
3262.44,3259.53,7566.62,314943.59
3262.45,3259.54,7567.21,315019.2
3262.46,3259.55,7567.81,315094.82
3262.47,3259.56,7568.39,315170.47
3262.48,3259.57,7568.94,315246.22
3262.49,3259.58,7569.49,315321.98
3262.5,3259.59,7570.03,315397.73
3262.51,3259.6,7570.58,315473.49
3262.52,3259.61,7571.12,315549.24
3262.53,3259.62,7571.67,315625
3262.54,3259.63,7572.21,315700.75
3262.55,3259.64,7572.76,315776.51
3262.56,3259.65,7573.3,315852.26
3262.57,3259.66,7573.85,315928.02
3262.58,3259.67,7574.39,316003.77
3262.59,3259.68,7574.94,316079.53
3262.6,3259.69,7575.48,316155.28
3262.61,3259.7,7576.03,316231.04
3262.62,3259.71,7576.57,316306.79
3262.63,3259.72,7577.12,316382.54
3262.64,3259.73,7577.66,316458.3
3262.65,3259.74,7578.21,316534.05
3262.66,3259.75,7578.76,316609.81
3262.67,3259.76,7579.3,316685.56
3262.68,3259.77,7579.85,316761.32
3262.69,3259.78,7580.39,316837.07
3262.7,3259.79,7580.94,316912.83
3262.71,3259.8,7581.48,316988.58
3262.72,3259.81,7582.03,317064.34
3262.73,3259.82,7582.57,317140.09
3262.74,3259.83,7583.12,317215.85
3262.75,3259.84,7583.66,317291.6
3262.76,3259.85,7584.21,317367.36
3262.77,3259.86,7584.75,317443.11
3262.78,3259.87,7585.3,317518.87
3262.79,3259.88,7585.84,317594.62
3262.8,3259.89,7586.37,317670.45
3262.81,3259.9,7586.88,317746.38
3262.82,3259.91,7587.39,317822.31
3262.83,3259.92,7587.9,317898.23
3262.84,3259.93,7588.41,317974.16
3262.85,3259.94,7588.92,318050.09
3262.86,3259.95,7589.43,318126.01
3262.87,3259.96,7589.94,318201.94
3262.88,3259.97,7590.45,318277.87
3262.89,3259.98,7590.96,318353.79
3262.9,3259.99,7591.47,318429.72
3262.91,3260,7591.98,318505.65
3262.92,3260.01,7592.49,318581.57
3262.93,3260.02,7593,318657.5
3262.94,3260.03,7593.51,318733.43
3262.95,3260.04,7594.02,318809.35
3262.96,3260.05,7594.53,318885.28
3262.97,3260.06,7595.04,318961.21
3262.98,3260.07,7595.55,319037.13
3262.99,3260.08,7596.06,319113.06
3263,3260.09,7596.57,319188.99
3263.01,3260.1,7597.08,319264.91
3263.02,3260.11,7597.59,319340.84
3263.03,3260.12,7598.1,319416.77
3263.04,3260.13,7598.61,319492.69
3263.05,3260.14,7599.12,319568.62
3263.06,3260.15,7599.63,319644.54
3263.07,3260.16,7600.14,319720.47
3263.08,3260.17,7600.65,319796.4
3263.09,3260.18,7601.16,319872.32
3263.1,3260.19,7601.67,319948.25
3263.11,3260.2,7602.18,320024.18
3263.12,3260.21,7602.7,320100.03
3263.13,3260.22,7603.19,320176.17
3263.14,3260.23,7603.69,320252.31
3263.15,3260.24,7604.19,320328.45
3263.16,3260.25,7604.69,320404.59
3263.17,3260.26,7605.19,320480.73
3263.18,3260.27,7605.68,320556.87
3263.19,3260.28,7606.18,320633.01
3263.2,3260.29,7606.68,320709.14
3263.21,3260.3,7607.18,320785.28
3263.22,3260.31,7607.68,320861.42
3263.23,3260.32,7608.18,320937.56
3263.24,3260.33,7608.67,321013.7
3263.25,3260.34,7609.17,321089.84
3263.26,3260.35,7609.67,321165.98
3263.27,3260.36,7610.17,321242.12
3263.28,3260.37,7610.67,321318.26
3263.29,3260.38,7611.16,321394.4
3263.3,3260.39,7611.66,321470.54
3263.31,3260.4,7612.16,321546.68
3263.32,3260.41,7612.66,321622.82
3263.33,3260.42,7613.16,321698.95
3263.34,3260.43,7613.65,321775.09
3263.35,3260.44,7614.15,321851.23
3263.36,3260.45,7614.65,321927.37
3263.37,3260.46,7615.15,322003.51
3263.38,3260.47,7615.65,322079.65
3263.39,3260.48,7616.15,322155.79
3263.4,3260.49,7616.64,322231.93
3263.41,3260.5,7617.14,322308.07
3263.42,3260.51,7617.64,322384.21
3263.43,3260.52,7618.14,322460.35
3263.44,3260.53,7618.64,322536.49
3263.45,3260.54,7619.14,322612.61
3263.46,3260.55,7619.62,322688.86
3263.47,3260.56,7620.11,322765.12
3263.48,3260.57,7620.59,322841.37
3263.49,3260.58,7621.08,322917.62
3263.5,3260.59,7621.56,322993.88
3263.51,3260.6,7622.05,323070.13
3263.52,3260.61,7622.53,323146.38
3263.53,3260.62,7623.02,323222.64
3263.54,3260.63,7623.5,323298.89
3263.55,3260.64,7623.99,323375.15
3263.56,3260.65,7624.47,323451.4
3263.57,3260.66,7624.96,323527.65
3263.58,3260.67,7625.44,323603.91
3263.59,3260.68,7625.93,323680.16
3263.6,3260.69,7626.41,323756.41
3263.61,3260.7,7626.9,323832.67
3263.62,3260.71,7627.38,323908.92
3263.63,3260.72,7627.87,323985.18
3263.64,3260.73,7628.35,324061.43
3263.65,3260.74,7628.84,324137.68
3263.66,3260.75,7629.32,324213.94
3263.67,3260.76,7629.81,324290.19
3263.68,3260.77,7630.29,324366.44
3263.69,3260.78,7630.78,324442.7
3263.7,3260.79,7631.26,324518.95
3263.71,3260.8,7631.75,324595.21
3263.72,3260.81,7632.23,324671.46
3263.73,3260.82,7632.72,324747.71
3263.74,3260.83,7633.2,324823.97
3263.75,3260.84,7633.69,324900.22
3263.76,3260.85,7634.17,324976.48
3263.77,3260.86,7634.66,325052.73
3263.78,3260.87,7635.14,325128.99
3263.79,3260.88,7635.59,325205.44
3263.8,3260.89,7636.04,325281.9
3263.81,3260.9,7636.5,325358.35
3263.82,3260.91,7636.95,325434.81
3263.83,3260.92,7637.4,325511.26
3263.84,3260.93,7637.85,325587.72
3263.85,3260.94,7638.31,325664.17
3263.86,3260.95,7638.76,325740.62
3263.87,3260.96,7639.21,325817.08
3263.88,3260.97,7639.66,325893.53
3263.89,3260.98,7640.12,325969.99
3263.9,3260.99,7640.57,326046.44
3263.91,3261,7641.02,326122.9
3263.92,3261.01,7641.47,326199.35
3263.93,3261.02,7641.93,326275.8
3263.94,3261.03,7642.38,326352.26
3263.95,3261.04,7642.83,326428.71
3263.96,3261.05,7643.28,326505.17
3263.97,3261.06,7643.73,326581.62
3263.98,3261.07,7644.19,326658.08
3263.99,3261.08,7644.64,326734.53
3264,3261.09,7645.09,326810.98
3264.01,3261.1,7645.54,326887.44
3264.02,3261.11,7646,326963.89
3264.03,3261.12,7646.45,327040.35
3264.04,3261.13,7646.9,327116.8
3264.05,3261.14,7647.35,327193.26
3264.06,3261.15,7647.81,327269.71
3264.07,3261.16,7648.26,327346.16
3264.08,3261.17,7648.71,327422.62
3264.09,3261.18,7649.16,327499.07
3264.1,3261.19,7649.62,327575.53
3264.11,3261.2,7650.07,327652
3264.12,3261.21,7650.51,327728.56
3264.13,3261.22,7650.96,327805.11
3264.14,3261.23,7651.41,327881.67
3264.15,3261.24,7651.85,327958.22
3264.16,3261.25,7652.3,328034.77
3264.17,3261.26,7652.75,328111.33
3264.18,3261.27,7653.19,328187.88
3264.19,3261.28,7653.64,328264.44
3264.2,3261.29,7654.09,328340.99
3264.21,3261.3,7654.53,328417.54
3264.22,3261.31,7654.98,328494.1
3264.23,3261.32,7655.43,328570.65
3264.24,3261.33,7655.87,328647.21
3264.25,3261.34,7656.32,328723.76
3264.26,3261.35,7656.77,328800.31
3264.27,3261.36,7657.21,328876.87
3264.28,3261.37,7657.66,328953.42
3264.29,3261.38,7658.1,329029.98
3264.3,3261.39,7658.55,329106.53
3264.31,3261.4,7659,329183.08
3264.32,3261.41,7659.44,329259.64
3264.33,3261.42,7659.89,329336.19
3264.34,3261.43,7660.34,329412.75
3264.35,3261.44,7660.78,329489.3
3264.36,3261.45,7661.23,329565.85
3264.37,3261.46,7661.68,329642.41
3264.38,3261.47,7662.12,329718.96
3264.39,3261.48,7662.57,329795.52
3264.4,3261.49,7663.02,329872.07
3264.41,3261.5,7663.46,329948.63
3264.42,3261.51,7663.91,330025.18
3264.43,3261.52,7664.36,330101.73
3264.44,3261.53,7664.8,330178.35
3264.45,3261.54,7665.25,330255.05
3264.46,3261.55,7665.69,330331.75
3264.47,3261.56,7666.13,330408.45
3264.48,3261.57,7666.58,330485.15
3264.49,3261.58,7667.02,330561.86
3264.5,3261.59,7667.47,330638.56
3264.51,3261.6,7667.91,330715.26
3264.52,3261.61,7668.36,330791.96
3264.53,3261.62,7668.8,330868.66
3264.54,3261.63,7669.24,330945.36
3264.55,3261.64,7669.69,331022.06
3264.56,3261.65,7670.13,331098.77
3264.57,3261.66,7670.58,331175.47
3264.58,3261.67,7671.02,331252.17
3264.59,3261.68,7671.46,331328.87
3264.6,3261.69,7671.91,331405.57
3264.61,3261.7,7672.35,331482.27
3264.62,3261.71,7672.8,331558.97
3264.63,3261.72,7673.24,331635.67
3264.64,3261.73,7673.69,331712.38
3264.65,3261.74,7674.13,331789.08
3264.66,3261.75,7674.57,331865.78
3264.67,3261.76,7675.02,331942.48
3264.68,3261.77,7675.46,332019.18
3264.69,3261.78,7675.91,332095.88
3264.7,3261.79,7676.35,332172.58
3264.71,3261.8,7676.79,332249.29
3264.72,3261.81,7677.24,332325.99
3264.73,3261.82,7677.68,332402.69
3264.74,3261.83,7678.13,332479.39
3264.75,3261.84,7678.57,332556.09
3264.76,3261.85,7679.02,332632.72
3264.77,3261.86,7679.45,332709.61
3264.78,3261.87,7679.89,332786.5
3264.79,3261.88,7680.32,332863.39
3264.8,3261.89,7680.75,332940.28
3264.81,3261.9,7681.18,333017.17
3264.82,3261.91,7681.62,333094.06
3264.83,3261.92,7682.05,333170.95
3264.84,3261.93,7682.48,333247.85
3264.85,3261.94,7682.91,333324.74
3264.86,3261.95,7683.35,333401.63
3264.87,3261.96,7683.78,333478.52
3264.88,3261.97,7684.21,333555.41
3264.89,3261.98,7684.64,333632.3
3264.9,3261.99,7685.08,333709.19
3264.91,3262,7685.51,333786.08
3264.92,3262.01,7685.94,333862.97
3264.93,3262.02,7686.38,333939.86
3264.94,3262.03,7686.81,334016.75
3264.95,3262.04,7687.24,334093.65
3264.96,3262.05,7687.67,334170.54
3264.97,3262.06,7688.11,334247.43
3264.98,3262.07,7688.54,334324.32
3264.99,3262.08,7688.97,334401.21
3265,3262.09,7689.4,334478.1
3265.01,3262.1,7689.84,334554.99
3265.02,3262.11,7690.27,334631.88
3265.03,3262.12,7690.7,334708.77
3265.04,3262.13,7691.13,334785.66
3265.05,3262.14,7691.57,334862.55
3265.06,3262.15,7692,334939.45
3265.07,3262.16,7692.43,335016.34
3265.08,3262.17,7692.87,335093.23
3265.09,3262.18,7693.28,335170.1
3265.1,3262.19,7693.78,335247.09
3265.11,3262.2,7694.28,335324.09
3265.12,3262.21,7694.78,335401.08
3265.13,3262.22,7695.28,335478.07
3265.14,3262.23,7695.78,335555.07
3265.15,3262.24,7696.28,335632.06
3265.16,3262.25,7696.78,335709.05
3265.17,3262.26,7697.28,335786.05
3265.18,3262.27,7697.78,335863.04
3265.19,3262.28,7698.28,335940.03
3265.2,3262.29,7698.78,336017.03
3265.21,3262.3,7699.28,336094.02
3265.22,3262.31,7699.78,336171.01
3265.23,3262.32,7700.28,336248.01
3265.24,3262.33,7700.78,336325
3265.25,3262.34,7701.28,336401.99
3265.26,3262.35,7701.78,336478.99
3265.27,3262.36,7702.28,336555.98
3265.28,3262.37,7702.78,336632.98
3265.29,3262.38,7703.28,336709.97
3265.3,3262.39,7703.78,336786.96
3265.31,3262.4,7704.28,336863.96
3265.32,3262.41,7704.78,336940.95
3265.33,3262.42,7705.28,337017.94
3265.34,3262.43,7705.78,337094.94
3265.35,3262.44,7706.28,337171.93
3265.36,3262.45,7706.78,337248.92
3265.37,3262.46,7707.28,337325.92
3265.38,3262.47,7707.78,337402.91
3265.39,3262.48,7708.28,337479.9
3265.4,3262.49,7708.78,337556.9
3265.41,3262.5,7709.28,337633.89
3265.42,3262.51,7709.78,337710.88
3265.43,3262.52,7710.41,337788.11
3265.44,3262.53,7711.04,337865.34
3265.45,3262.54,7711.67,337942.57
3265.46,3262.55,7712.3,338019.8
3265.47,3262.56,7712.93,338097.03
3265.48,3262.57,7713.56,338174.25
3265.49,3262.58,7714.19,338251.48
3265.5,3262.59,7714.82,338328.71
3265.51,3262.6,7715.45,338405.94
3265.52,3262.61,7716.08,338483.17
3265.53,3262.62,7716.71,338560.4
3265.54,3262.63,7717.34,338637.62
3265.55,3262.64,7717.97,338714.85
3265.56,3262.65,7718.6,338792.08
3265.57,3262.66,7719.23,338869.31
3265.58,3262.67,7719.86,338946.54
3265.59,3262.68,7720.49,339023.76
3265.6,3262.69,7721.12,339100.99
3265.61,3262.7,7721.75,339178.22
3265.62,3262.71,7722.38,339255.45
3265.63,3262.72,7723.01,339332.68
3265.64,3262.73,7723.64,339409.91
3265.65,3262.74,7724.27,339487.13
3265.66,3262.75,7724.9,339564.36
3265.67,3262.76,7725.53,339641.59
3265.68,3262.77,7726.16,339718.82
3265.69,3262.78,7726.79,339796.05
3265.7,3262.79,7727.42,339873.28
3265.71,3262.8,7728.05,339950.5
3265.72,3262.81,7728.68,340027.73
3265.73,3262.82,7729.31,340104.96
3265.74,3262.83,7729.94,340182.19
3265.75,3262.84,7730.57,340259.45
3265.76,3262.85,7731.16,340336.83
3265.77,3262.86,7731.76,340414.21
3265.78,3262.87,7732.36,340491.6
3265.79,3262.88,7732.96,340568.98
3265.8,3262.89,7733.56,340646.36
3265.81,3262.9,7734.16,340723.75
3265.82,3262.91,7734.76,340801.13
3265.83,3262.92,7735.36,340878.52
3265.84,3262.93,7735.96,340955.9
3265.85,3262.94,7736.56,341033.28
3265.86,3262.95,7737.15,341110.67
3265.87,3262.96,7737.75,341188.05
3265.88,3262.97,7738.35,341265.43
3265.89,3262.98,7738.95,341342.82
3265.9,3262.99,7739.55,341420.2
3265.91,3263,7740.15,341497.58
3265.92,3263.01,7740.75,341574.97
3265.93,3263.02,7741.35,341652.35
3265.94,3263.03,7741.95,341729.73
3265.95,3263.04,7742.55,341807.12
3265.96,3263.05,7743.15,341884.5
3265.97,3263.06,7743.74,341961.89
3265.98,3263.07,7744.34,342039.27
3265.99,3263.08,7744.94,342116.65
3266,3263.09,7745.54,342194.04
3266.01,3263.1,7746.14,342271.42
3266.02,3263.11,7746.74,342348.8
3266.03,3263.12,7747.34,342426.19
3266.04,3263.13,7747.94,342503.57
3266.05,3263.14,7748.54,342580.95
3266.06,3263.15,7749.14,342658.34
3266.07,3263.16,7749.73,342735.72
3266.08,3263.17,7750.33,342813.18
3266.09,3263.18,7750.94,342890.76
3266.1,3263.19,7751.54,342968.34
3266.11,3263.2,7752.14,343045.92
3266.12,3263.21,7752.74,343123.5
3266.13,3263.22,7753.34,343201.08
3266.14,3263.23,7753.94,343278.66
3266.15,3263.24,7754.54,343356.24
3266.16,3263.25,7755.14,343433.82
3266.17,3263.26,7755.74,343511.4
3266.18,3263.27,7756.35,343588.98
3266.19,3263.28,7756.95,343666.56
3266.2,3263.29,7757.55,343744.14
3266.21,3263.3,7758.15,343821.72
3266.22,3263.31,7758.75,343899.3
3266.23,3263.32,7759.35,343976.88
3266.24,3263.33,7759.95,344054.46
3266.25,3263.34,7760.55,344132.04
3266.26,3263.35,7761.15,344209.62
3266.27,3263.36,7761.76,344287.2
3266.28,3263.37,7762.36,344364.78
3266.29,3263.38,7762.96,344442.37
3266.3,3263.39,7763.56,344519.95
3266.31,3263.4,7764.16,344597.53
3266.32,3263.41,7764.76,344675.11
3266.33,3263.42,7765.36,344752.69
3266.34,3263.43,7765.96,344830.27
3266.35,3263.44,7766.56,344907.85
3266.36,3263.45,7767.16,344985.43
3266.37,3263.46,7767.77,345063.01
3266.38,3263.47,7768.37,345140.59
3266.39,3263.48,7768.97,345218.17
3266.4,3263.49,7769.56,345295.64
3266.41,3263.5,7770.18,345373.47
3266.42,3263.51,7770.79,345451.3
3266.43,3263.52,7771.41,345529.12
3266.44,3263.53,7772.02,345606.95
3266.45,3263.54,7772.63,345684.78
3266.46,3263.55,7773.25,345762.6
3266.47,3263.56,7773.86,345840.43
3266.48,3263.57,7774.48,345918.26
3266.49,3263.58,7775.09,345996.09
3266.5,3263.59,7775.7,346073.91
3266.51,3263.6,7776.32,346151.74
3266.52,3263.61,7776.93,346229.57
3266.53,3263.62,7777.55,346307.39
3266.54,3263.63,7778.16,346385.22
3266.55,3263.64,7778.77,346463.05
3266.56,3263.65,7779.39,346540.88
3266.57,3263.66,7780,346618.7
3266.58,3263.67,7780.61,346696.53
3266.59,3263.68,7781.23,346774.36
3266.6,3263.69,7781.84,346852.18
3266.61,3263.7,7782.46,346930.01
3266.62,3263.71,7783.07,347007.84
3266.63,3263.72,7783.68,347085.67
3266.64,3263.73,7784.3,347163.49
3266.65,3263.74,7784.91,347241.32
3266.66,3263.75,7785.53,347319.15
3266.67,3263.76,7786.14,347396.97
3266.68,3263.77,7786.75,347474.8
3266.69,3263.78,7787.37,347552.63
3266.7,3263.79,7787.98,347630.45
3266.71,3263.8,7788.6,347708.28
3266.72,3263.81,7789.21,347786.11
3266.73,3263.82,7789.77,347863.89
3266.74,3263.83,7790.6,347941.9
3266.75,3263.84,7791.42,348019.9
3266.76,3263.85,7792.24,348097.91
3266.77,3263.86,7793.06,348175.91
3266.78,3263.87,7793.88,348253.92
3266.79,3263.88,7794.7,348331.93
3266.8,3263.89,7795.52,348409.93
3266.81,3263.9,7796.34,348487.94
3266.82,3263.91,7797.16,348565.94
3266.83,3263.92,7797.99,348643.95
3266.84,3263.93,7798.81,348721.95
3266.85,3263.94,7799.63,348799.96
3266.86,3263.95,7800.45,348877.96
3266.87,3263.96,7801.27,348955.97
3266.88,3263.97,7802.09,349033.97
3266.89,3263.98,7802.91,349111.98
3266.9,3263.99,7803.73,349189.98
3266.91,3264,7804.55,349267.99
3266.92,3264.01,7805.38,349345.99
3266.93,3264.02,7806.2,349424
