# USBR Lower Colorado Basin Annual reports: Las Vegas Wash Returns
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
# 1975 2429 2429 2429 2429 2430 2429 2429 2429 2429 2430 2429 2429 29150 # Total only, left out of state cu total
1976 2831 3028 2500 2484 2341 1996 2016 2116 3026 3163 2909 2957 31357
1977 3142 2722 3108 2351 2550 2268 2224 2229 2754 2600 2820 3253 32021
1978 3802 3169 3534 2708 2628 2160 2138 2314 2690 3249 3198 3608 35198
1979 3741 2459 3040 4635 5781 6803 7892 7402 7724 6837 5296 4509 66119
1980 3940 3111 4151 3559 3472 3310 3491 3597 3590 3671 3522 3528 42942
1981 3846 3417 3820 3465 3616 3633 3684 3799 3605 3882 3773 3995 44555
1982 4265 4223 4746 4210 4202 3925 4015 4007 4003 4794 4650 4994 52034
1983 5627 5346 5766 6333 6085 5468 5662 5741 5755 6472 4804 5390 68449
1984 5726 4749 5455 5562 5919 5450 6026 5706 5629 5754 5553 6711 68240
1985 5148 4704 5488 5570 6104 5530 6399 5910 6323 6156 6040 6026 69398
1986 6060 5400 6240 6130 6460 6360 6740 7060 6320 7290 7140 6410 77610
1987 8310 7170 7970 7570 7510 7170 7240 7120 6990 7060 7010 7020 88140 
1988 7780 7550 8610 8220 8070 7680 8380 8770 8090 8450 8170 8790 98560 
1989 9550 9310 9590 9560 9050 8600 9450 9620 8810 9860 9430 10020 112850 
1990 10210 8910 9560 9750 10040 8830 8990 9110 8750 10060 9490 8880 112580
1991 10142 8813 10194 10530 9963 8225 8918 8954 8019 10700 10348 9730 114536 
1992 10847 10565 11875 11131 9782 8683 9100 9487 8611 11723 11278 10701 123783 
1993 12322 10471 11660 10998 10421 9589 8960 9585 8283 11189 11652 11623 126753 
1994 10886 9894 11216 10651 10539 9398 10628 10725 9963 11389 11756 12001 129046 
1995 13832 10769 12113 12806 12057 9989 9847 9862 10153 11414 11777 11969 136588 
1996 11679 11105 12298 11001 10667 10116 10155 10095 10663 12070 11819 13240 134908 
1997 12647 12584 13701 13457 13417 12350 12203 11279 11252 10969 17295 13193 154347 
1998 12681 13482 14729 12890 13495 11173 9752 8775 11465 13391 13379 12206 147418 
1999 13972 12489 13828 14496 12174 12009 18551 10275 9121 12354 12865 14859 156993 
2000 14758 14028 13317 12872 13902 11504 11393 11081 10588 13185 14011 14632 155271 
2001 15712 14086 16620 14527 12727 12415 12141 11702 12365 14403 13899 14314 164911 
2002 15520 14296 13761 12830 12930 13264 15192 14187 12317 12770 12102 15076 164245 
2003 16676 14323 17384 16487 15158 13975 13729 14918 13985 16241 16318 17036 186230 
2004 15333 17321 16626 17844 14373 13519 14379 13716 12572 17318 18564 16589 188154 
2005 19468 16945 18018 16703 15503 15820 17206 17394 15526 17892 16872 16517 203864 
2006 20004 17496 19463 18307 17857 17397 17494 17354 17637 18290 17965 20059 219323 
2007 19189 17238 18200 16803 16131 15010 16165 17224 18338 18965 19071 19104 211438
2008 18715 16612 17994 16070 15962 14874 15882 16960 17084 18018 17858 19902 205931 
2009 18938 15949 17572 16995 16838 16429 16788 16687 16318 17243 17457 18253 205467 
2010 19474 17258 18961 16727 16140 15067 15670 15963 15453 17650 17957 20190 206510 
2011 19139 18086 18776 16015 16685 15527 17588 17001 18576 18165 17617 18518 211693 
2012 18445 15908 17103 15511 15418 14535 16338 18246 15956 18071 16348 16420 198299 
2013 17865 16921 17940 16102 16538 15545 17682 17589 17886 18094 17106 16710 205978 
2014 18663 17254 19694 16663 16509 15775 17890 19175 18187 18651 17035 17403 212899 
2015 18986 16925 19468 17478 17993 17430 17845 18415 17544 18888 18513 18724 218209 
2016 19132 17627 17990 17613 17982 16154 17908 18507 17177 17916 17665 19056 214727 
2017 19887 17791 19698 18329 17923 16836 18228 19161 18532 18800 18312 19271 222768 
2018 19513 17286 19169 17707 19477 17937 21139 20376 19198 20051 19004 19877 230734 
2019 20549 19090 19503 18670 20794 18724 19250 19034 18274 18994 19377 21626 233885 
2020 20634 20164 18976 16284 16487 17183 18119 18375 17871 18577 18238 18291 219199 
2021 18125 17096 20153 19480 19230 18028 20925 20567 19847 20872 20047 20305 234675 
