# USBR Lower Colorado Basin Annual reports: Nellis Diversion
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1971 0 0 0 0 0 0 22 109 84 32 12 25 284
1972 19 71 103 123 234 164 306 169 170 158 21 12 1550
1973 34 51 60 85 117 149 187 157 156 168 100 52 1317  # second digit of 60 illegible
1974 91 121 155 154 197 228 235 240 235 123 50 86 1915
1975 104 105 118 118 183 205 249 241 206 153 112 113 1907
1976 128 122 165 170 230 279 305 153 168 246 116 108 2190
1977 121 69 113 252 195 302 372 471 314 242 150 113 2714
1978 105 110 156 231 255 299 351 328 254 228 139 93 2549
1979 95 94 159 196 257 293 298 235 222 182 107 89 2227
1980 88 91 144 193 278 255 206 243 230 159 125 110 2122
1981 109 117 165 273 294 251 261 213 221 165 140 102 2311
1982 105 136 140 175 253 276 267 253 223 158 70 0 2056
1983 35 54 199 206 250 249 194 182 184 165 155 103 1976
1984 # Moved to Griffith pumps
1985
1986
1987
1988
1989
1990
1991
# Itemized users under Griffith pumps
1992 # 64 56 54 7 100 108 124 90 75 69 43 46 906 # error:  diff = 70 got sum = 836 1992_1
1993 # 41 31 42 60 83 87 100 74 94 81 59 48 800
1994 # 45 37 48 75 69 88 101 103 91 66 54 47 824
1995 # 34 32 38 56 74 106 110 104 100 81 56 885 # error:  diff = 94 got sum = 791 1995_1
1996 # 49 69 78 96 107 113 115 101 84 70 52 985 # error:  diff = 51 got sum = 934 1996_1
1997 # 76 82 92 91 105 115 43 57 63 60 45 45 874
1998 # 43 35 42 45 50 53 58 58 48 48 40 32 552
1999 # 56 58 63 54 82 87 86 101 91 83 98 37 896
2000 # 62 49 66 95 63 8 87 101 80 60 52 51 851 # error:  diff = 77 got sum = 774 2000_1
2001 # 33 26 30 42 217 88 53 53 40 49 41 36 706
2002 # 64 58 58 54 65 92 102 106 94 76 53 47 869
# Still under Griffith, they just stopped itemizing users

