# USBR Lower Colorado Basin Annual reports: Yuma Project Ordered but not Diverted
Year Jan Feb Mar Apr May Jun Jul Aug Sep Oct Nov Dec Total
1965 470 458 2097 1103 692 2267 1551 1769 793 563 1248 833 13844
1966 257 249 295 740 1044 651 810 587 726 358 433 230 6380          # Bard
1966 340 245 284 627 771 482 707 895 1174 608 658 359 7150          # Indian
1967 469 149 218 164 414 467 586 403 322 123 514 417 4245           # Bard
1967 487 216 220 155 405 419 642 591 1035 369 987 449 5975          # Indian
1968 245 79 257 522 671 388 891 830 332 78 467 232 4992             # Bard
1968 279 108 165 410 497 328 773 971 565 150 933 401 5580           # Indian
1969 601 219 361 312 745 477 875 757 230 714 444 356 6091           # Bard
1969 1027 243 254 242 312 255 583 943 389 525 671 275 5719          # Indian
1970 306 487 571 411 771 651 503 871 498 617 729 554 6969           # Bard
1970 321 512 667 481 518 448 348 1325 666 494 562 521 6863          # Indian
1971 492 379 484 606 1121 924 773 1622 621 1327 935 1567 10851      # Bard
1971 359 438 543 592 864 496 524 1887 696 1269 674 1186 9528        # Indian
1972 1228 442 336 694 1084 1269 440 1424 308 780 634 358 8997       # Bard
1972 864 455 322 657 590 613 343 793 309 632 473 328 6379           # Indian
1973 274 484 374 213 729 1052 1052 481 452 487 310 325 6233         # Bard
1973 317 623 477 186 538 541 469 312 416 544 230 274 4927           # Indian
1974 458 159 382 504 425 317 345 783 310 137 317 803 4940           # Bard
1974 391 146 380 363 301 199 258 623 311 192 226 449 3839           # Indian
1975 261 124 317 525 354 399 547 647 170 477 413 498 4732           # Bard
1975 276 110 344 445 287 238 355 591 270 467 445 496 4324           # Indian
1976 409 700 503 936 615 326 434 152 428 546 850 1164 7063          # Bard
1976 420 796 505 849 533 211 383 146 637 545 566 514 6105           # Indian
1977 989 325 692 437 597 149 379 1144 519 381 497 713 6822          # Bard
1977 1167 304 573 324 526 113 333 947 338 220 328 401 5574          # Indian
1978 1113 331 450 666 439 162 692 970 441 704 524 1466 7958         # Bard
1978 954 248 498 653 289 157 562 692 331 490 706 704 6284           # Indian
1979 1179 634 1188 417 814 119 495 1289 542 627 647 557 8508        # Bard
1979 925 360 1503 515 616 101 487 976 487 359 315 232 6876          # Indian
1980 1041 255 427 407 1270 161 680 930 530 498 652 713 7564         # Bard
1980 796 330 519 361 938 170 643 950 571 307 274 426 6285           # Indian
1981 953 417 1335 919 1289 1185 859 1364 914 471 1234 1018 11958    # Bard
1981 798 426 1486 807 905 1072 708 1383 923 344 321 633 9806        # Indian
1982 981 439 1196 335 729 495 277 1493 1340 668 2026 2222 12201     # Bard
1982 659 432 1164 331 580 296 274 1395 663 931 1556 1094 9375       # Indian
1983 1295 1162 1230 1215 1260 1154 927 1876 789 595 1108 1471 14082 # Bard
1983 792 590 783 718 642 502 412 1271 538 403 537 620 7808          # Indian
1984 561 550 845 990 1096 1017 1758 1368 1362 790 1817 1807 13961   # Bard
1984 478 378 663 650 586 459 914 1280 754 585 1384 1300 9431        # Indian
1985 679 940 830 650 1199 911 875 759 1936 370 1750 1610 12509      # Bard
1985 513 756 584 362 543 460 638 506 1186 334 977 1082 7941         # Indian
1986 1196 1119 921 726 1730 1447 745 854 698 1081 1575 1540 13632   # Bard
1986 726 924 547 422 876 459 352 675 688 734 1027 699 8129          # Indian
1987 1212 718 1438 988 1916 1047 903 1497 557 777 1719 2072 14844   # Bard
1987 589 464 617 557 853 593 615 1124 636 459 1582 1537 9626        # Indian
1988 3072 1795 1103 1954 2124 1664 2553 2930 841 1127 2906 1942 24011
1989 1948 895 1271 581 1244 696 1446 2969 621 0 1916 2575 16162
1990 3191 1053 797 704 1123 518 492 4522 897 593 2106 3497 19493
1991 3495 1432 2029 432 966 1236 1991 3043 1652 575 1989 4477 23317 
1992 1388 2616 3172 1928 2460 2277 863 2202 536 1402 2592 5927 27363
1993 5022 2168 506 454 1628 726 1934 2811 1390 309 3471 1414 21833
1994 3269 1605 891 940 2400 1025 3305 1186 825 1722 5215 5036 27419 
1995 3219 4072 1795 970 2146 2114 2384 1980 926 746 3598 2825 26775
1996 3215 1333 458 357 1839 1700 1452 1529 1230 847 3219 3348 20527 
1997 1837 924 1006 756 2410 3392 1912 1670 1549 678 4023 7244 27401 
1998 3904 3618 1301 1323 1817 2464 1777 2271 2307 391 2158 2537 25868
1999 2164 2233 2842 2444 1894 3929 3092 1158 2146 700 2951 3021 28574
2000 2755 1391 1244 1202 3126 1230 1516 2146 1016 2525 2747 3223 24121 
2001 2704 2231 2642 791 2110 902 1654 1753 2190 1382 3580 0 21939
2002 1958 1466 1634 2150 2045 2055 2779 2670 1928 1367 3626 0 23678 
2003 4741 3929 1315 1886 3453 2555 4550 3533 538 1133 13537 5423 46593 
2004 2465 2765 1855 2600 2906 2499 2858 3388 2640 2529 4274 6066 36845 
2005 4513 3986 494 1819 935 2759 2856 3247 2699 2373 5593 5836 37110 
2006 4360 4318 2110 1289 2263 2128 3118 4308 3531 2214 2616 5884 38139 
2007 4262 4070 1859 2224 1151 1571 2701 2362 2159 2016 4088 5784 34247 
2008 5111 3357 2040 1811 3092 3076 2490 2037 3200 2273 4877 5080 38444
2009 3105 3515 1206 2120 1349 2945 2093 2184 2680 1152 3519 4222 30091 
2010 3746 2114 2318 1977 1874 1986 1195 1949 2223 2510 4815 5477 32183 
2011 2407 3949 1629 1693 2025 2169 897 1288 2093 2143 3443 4530 28265 
2012 4401 3371 1651 2255 2217 1384 1790 2283 2234 1497 4325 4224 31631 
2013 3383 2984 754 548 1975 1116 1749 2000 2668 1413 4499 3560 26648 
2014 4040 2031 848 1508 1540 515 2007 1032 2162 2023 2972 5031 25709 
2015 5775 2254 1054 626 3918 1425 1932 912 4096 2933 5841 5467 36233 
2016 4311 1666 905 2445 2895 1485 1999 2267 2807 3362 6914 8057 39113 
2017 5314 3966 1161 1240 4894 1010 2175 695 1718 2893 7351 6167 38584 
2018 4004 1701 1476 941 1702 1361 946 532 1172 3487 4207 5605 27134 
2019 4109 3168 999 1215 1734 644 1543 1189 2652 2578 5814 5798 31443 
2020 3159 3909 2619 1391 3654 1473 1865 408 1616 1864 1056 3747 26761 
2021 5208 2763 2291 682 955 1372 901 922 1222 1444 2507 3402 23668 
